ParkName,ParkCode,LocationID,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,AdditionalComments,ChannelType,ChannelTypeDescr,tbl_TransectSpacingInterval_Season,ChannelTypeSampledLength_m,NumberOfTransects,TransectSpacingInterval_m
Buffalo National River,BUFF,BUFFRMFISHBT31,Tributary,Leatherwood Creek - site begins at 2nd riffle up from mouth. 1st riffle is bedrock shelf. Site ends at riffle down from bluff pool (bluff on river right),Leatherwood Creek,Leatherwood,Marion,623,BUFFT31,150,33.00,BUFFRMFISH2017May24,2017,5/24/2017 0:00:00,6/22/2017 0:00:00,BUFFRMFISH2017Jun22,2017,6/22/2017 0:00:00,6/22/2017 0:00:00,,Main,The channel that contains the majority of flow,2017,150,11,15.00
Buffalo National River,BUFF,BUFFRMFISHBT31,Tributary,Leatherwood Creek - site begins at 2nd riffle up from mouth. 1st riffle is bedrock shelf. Site ends at riffle down from bluff pool (bluff on river right),Leatherwood Creek,Leatherwood,Marion,623,BUFFT31,150,33.00,BUFFRMFISH2021May17,2021,5/17/2021 0:00:00,6/16/2021 0:00:00,BUFFRMFISH2021Jun11,2021,6/11/2021 0:00:00,6/11/2021 0:00:00,Trib was flooded two weeks previously,main,The channel that contains the majority of flow,2021,150,11,15.00
Buffalo National River,BUFF,BUFFRMFISHBT32,Tributary,Cow creek; lower boundary at 2nd riffle above stretch,Cow Creek,Cow,Marion,275,BUFFT32,150,9.00,BUFFRMFISH2010May17,2010,5/17/2010 0:00:00,6/25/2010 0:00:00,BUFFRMFish2010Jun11,2010,6/11/2010 0:00:00,6/11/2010 0:00:00,,main,The channel that contains the majority of flow,2010,150,11,15.00
Buffalo National River,BUFF,BUFFRMFISHBT33,Tributary,50 meters to end of fish reach from mouth; fish reach lower boundry located upstream of 3rd cascade,Stewart Creek,Stewart,Marion,390,BUFFT33,150,7.00,BUFFRMFISH2007May21,2007,5/21/2007 0:00:00,6/20/2007 0:00:00,BUFFRMFish2007Jun05,2007,6/5/2007 0:00:00,6/5/2007 0:00:00,,main,The channel that contains the majority of flow,2007,150,11,15.00
Effigy Mounds National Monument,EFMO,EFMOStfish01,Mainstem,Dousmans Creek. Reach begins at road crossing.,Dousman Creek,,Allamakee,,EFMOUPP01,150,,EFMOStfish2008Jul09,2008,7/9/2008 0:00:00,7/9/2008 0:00:00,EFMOStfish2008Jul09,2008,7/9/2008 0:00:00,7/9/2008 0:00:00,,main,The channel that contains the majority of flow,2008,150,11,15.00
Effigy Mounds National Monument,EFMO,EFMOStfish01,Mainstem,Dousmans Creek. Reach begins at road crossing.,Dousman Creek,,Allamakee,,EFMOUPP01,150,,EFMOStfish2014Aug13,2014,8/13/2014 0:00:00,8/14/2014 0:00:00,EFMOStfish2014Aug13,2014,8/13/2014 0:00:00,8/14/2014 0:00:00,,main,The channel that contains the majority of flow,2014,150,11,15.00
Effigy Mounds National Monument,EFMO,EFMOStfish01,Mainstem,Dousmans Creek. Reach begins at road crossing.,Dousman Creek,,Allamakee,,EFMOUPP01,150,,EFMOStfish2017July18,2017,7/18/2017 0:00:00,7/18/2017 0:00:00,EFMOStfish2017Jul18,2017,7/18/2017 0:00:00,7/18/2017 0:00:00,,Main,The channel that contains the majority of flow,2017,150,11,15.00
Effigy Mounds National Monument,EFMO,EFMOStfish01,Mainstem,Dousmans Creek. Reach begins at road crossing.,Dousman Creek,,Allamakee,,EFMOUPP01,150,,EFMOStfish2023Jul19,2023,7/19/2023 0:00:00,7/19/2023 0:00:00,EFMOStfish2023Jul19,2023,7/19/2023 0:00:00,7/19/2023 0:00:00,,main,The channel that contains the majority of flow,2023,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2006Jun28,2006,6/28/2006 0:00:00,6/29/2006 0:00:00,GWCAStfish2006Jun28,2006,6/28/2006 0:00:00,6/29/2006 0:00:00,,main,The channel that contains the majority of flow,2006,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2007May02,2007,5/2/2007 0:00:00,5/4/2007 0:00:00,GWCAStfish2007May02,2007,5/2/2007 0:00:00,5/4/2007 0:00:00,,main,The channel that contains the majority of flow,2007,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2010May05,2010,5/5/2010 0:00:00,5/6/2010 0:00:00,GWCAStfish2010May05,2010,5/5/2010 0:00:00,5/6/2010 0:00:00,,main,The channel that contains the majority of flow,2010,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2013May01,2013,5/1/2013 0:00:00,5/2/2013 0:00:00,GWCAStfish2013May01,2013,5/1/2013 0:00:00,5/2/2013 0:00:00,,main,The channel that contains the majority of flow,2013,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2016May02,2016,5/2/2016 0:00:00,5/3/2016 0:00:00,GWCAStfish2016May02,2016,5/2/2016 0:00:00,5/3/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2019May06,2019,5/6/2019 0:00:00,5/7/2019 0:00:00,GWCAStfish2019May06,2019,5/6/2019 0:00:00,5/7/2019 0:00:00,,main,The channel that contains the majority of flow,2019,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish01,Mainstem,Carver Branch - Reach begins at the riffle below trail bridge and ends ca. 30 m downstream of deck/lookout,Carver Branch,,Newton,,GWCALOW01,150,,GWCAStfish2022May02,2022,5/2/2022 0:00:00,5/9/2022 0:00:00,GWCAStfish2022May03,2022,5/3/2022 0:00:00,5/3/2022 0:00:00,Rained on previous day ~0.75 inches,main,The channel that contains the majority of flow,2022,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2006Jun28,2006,6/28/2006 0:00:00,6/29/2006 0:00:00,GWCAStfish2006Jun28,2006,6/28/2006 0:00:00,6/29/2006 0:00:00,,main,The channel that contains the majority of flow,2006,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2007May02,2007,5/2/2007 0:00:00,5/4/2007 0:00:00,GWCAStfish2007May02,2007,5/2/2007 0:00:00,5/4/2007 0:00:00,,main,The channel that contains the majority of flow,2007,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2010May05,2010,5/5/2010 0:00:00,5/6/2010 0:00:00,GWCAStfish2010May05,2010,5/5/2010 0:00:00,5/6/2010 0:00:00,,main,The channel that contains the majority of flow,2010,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2013May01,2013,5/1/2013 0:00:00,5/2/2013 0:00:00,GWCAStfish2013May01,2013,5/1/2013 0:00:00,5/2/2013 0:00:00,,main,The channel that contains the majority of flow,2013,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2016May02,2016,5/2/2016 0:00:00,5/3/2016 0:00:00,GWCAStfish2016May02,2016,5/2/2016 0:00:00,5/3/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,105,8,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2019May06,2019,5/6/2019 0:00:00,5/7/2019 0:00:00,GWCAStfish2019May06,2019,5/6/2019 0:00:00,5/7/2019 0:00:00,,main,The channel that contains the majority of flow,2019,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish02,Mainstem,Williams Branch. Reach begins ~15m from confluence with Carver - upstream of 1st riffle.,Williams Branch,,Newton,,GWCALOW02,150,,GWCAStfish2022May02,2022,5/2/2022 0:00:00,5/9/2022 0:00:00,GWCAStfish2022May09,2022,5/9/2022 0:00:00,5/9/2022 0:00:00,Rained heavily on previous Wed (5/4) and Thurs (5/5) ~1.25 inches,main,The channel that contains the majority of flow,2022,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2006Jun28,2006,6/28/2006 0:00:00,6/29/2006 0:00:00,GWCAStfish2006Jun28,2006,6/28/2006 0:00:00,6/29/2006 0:00:00,,main,The channel that contains the majority of flow,2006,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2007May02,2007,5/2/2007 0:00:00,5/4/2007 0:00:00,GWCAStfish2007May02,2007,5/2/2007 0:00:00,5/4/2007 0:00:00,,main,The channel that contains the majority of flow,2007,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2010May05,2010,5/5/2010 0:00:00,5/6/2010 0:00:00,GWCAStfish2010May05,2010,5/5/2010 0:00:00,5/6/2010 0:00:00,,main,The channel that contains the majority of flow,2010,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2013May01,2013,5/1/2013 0:00:00,5/2/2013 0:00:00,GWCAStfish2013May01,2013,5/1/2013 0:00:00,5/2/2013 0:00:00,,main,The channel that contains the majority of flow,2013,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2016May02,2016,5/2/2016 0:00:00,5/3/2016 0:00:00,GWCAStfish2016May02,2016,5/2/2016 0:00:00,5/3/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2019May06,2019,5/6/2019 0:00:00,5/7/2019 0:00:00,GWCAStfish2019May06,2019,5/6/2019 0:00:00,5/7/2019 0:00:00,,main,The channel that contains the majority of flow,2019,150,11,15.00
George Washington Carver National Monument,GWCA,GWCAStfish03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2022May02,2022,5/2/2022 0:00:00,5/9/2022 0:00:00,GWCAStfish2022May03,2022,5/3/2022 0:00:00,5/3/2022 0:00:00,Rained on previous day ~0.75 inches,main,The channel that contains the majority of flow,2022,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2008Jul08,2008,7/8/2008 0:00:00,7/8/2008 0:00:00,HEHOStfish2008Jul08,2008,7/8/2008 0:00:00,7/8/2008 0:00:00,,main,The channel that contains the majority of flow,2008,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2011Jul11,2011,7/11/2011 0:00:00,7/12/2011 0:00:00,HEHOStfish2011Jul11,2011,7/11/2011 0:00:00,7/12/2011 0:00:00,,main,The channel that contains the majority of flow,2011,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2014Aug12,2014,8/12/2014 0:00:00,8/12/2014 0:00:00,HEHOStfish2014Aug12,2014,8/12/2014 0:00:00,8/12/2014 0:00:00,,main,The channel that contains the majority of flow,2014,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2017July18,2017,7/18/2017 0:00:00,7/18/2017 0:00:00,HEHOStfish2017Jul18,2017,7/18/2017 0:00:00,7/18/2017 0:00:00,,Main,The channel that contains the majority of flow,2017,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2021Jul26,2021,7/26/2021 0:00:00,7/28/2021 0:00:00,HEHOStfish2021Jul26,2021,7/26/2021 0:00:00,7/28/2021 0:00:00,Section of stream with rock riffle structures and bank stabilization. Backpack EF overloading - may have missed fish early in sampling of site. Sample conducted by Hae Kim & Grant Schmitz - MSU staff,main,The channel that contains the majority of flow,2021,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2022Jul05,2022,7/5/2022 0:00:00,7/6/2022 0:00:00,HEHOStfish2022Jul05,2022,7/5/2022 0:00:00,7/6/2022 0:00:00,Long-term monitoring site 2 years post stream remediation (rock riffles).  Reach sampled 17.4 m longer than reach measured during habitat. Upper "control" reach also sampled and data in special proj.,main,The channel that contains the majority of flow,2022,150,11,15.00
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2023Jul17,2023,7/17/2023 0:00:00,7/18/2023 0:00:00,HEHOStfish2023Jul17,2023,7/17/2023 0:00:00,7/18/2023 0:00:00,Habitat collected on 7/17/23, Fish collected on 7/18/2023,main,The channel that contains the majority of flow,2023,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2009Jun16,2009,6/16/2009 0:00:00,6/17/2009 0:00:00,HOSPStfish2009Jun16,2009,6/16/2009 0:00:00,6/17/2009 0:00:00,,main,The channel that contains the majority of flow,2009,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2012Jul10,2012,7/10/2012 0:00:00,7/11/2012 0:00:00,HOSPStfish2012Jul10,2012,7/10/2012 0:00:00,7/11/2012 0:00:00,,main,The channel that contains the majority of flow,2012,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2015Jul07,2015,7/7/2015 0:00:00,7/8/2015 0:00:00,HOSPStfish2015Jul07,2015,7/7/2015 0:00:00,7/8/2015 0:00:00,,Main,The channel that contains the majority of flow,2015,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2018Jul09,2018,7/9/2018 0:00:00,7/10/2018 0:00:00,HOSPStfish2018Jul09,2018,7/9/2018 0:00:00,7/9/2018 0:00:00,,main,The channel that contains the majority of flow,2018,150,10,15.00
Hot Springs National Park,HOSP,HOSPStfish02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2009Jun16,2009,6/16/2009 0:00:00,6/17/2009 0:00:00,HOSPStfish2009Jun16,2009,6/16/2009 0:00:00,6/17/2009 0:00:00,,main,The channel that contains the majority of flow,2009,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2012Jul10,2012,7/10/2012 0:00:00,7/11/2012 0:00:00,HOSPStfish2012Jul10,2012,7/10/2012 0:00:00,7/11/2012 0:00:00,,main,The channel that contains the majority of flow,2012,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2015Jul07,2015,7/7/2015 0:00:00,7/8/2015 0:00:00,HOSPStfish2015Jul07,2015,7/7/2015 0:00:00,7/8/2015 0:00:00,,Main,The channel that contains the majority of flow,2015,150,11,15.00
Hot Springs National Park,HOSP,HOSPStfish02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2018Jul09,2018,7/9/2018 0:00:00,7/10/2018 0:00:00,HOSPStfish2018Jul10,2018,7/10/2018 0:00:00,7/10/2018 0:00:00,,main,The channel that contains the majority of flow,2018,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT04,2006,10/4/2006 0:00:00,10/4/2006 0:00:00,,main,The channel that contains the majority of flow,2006,342,11,34.20
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct18,2007,10/18/2007 0:00:00,10/19/2007 0:00:00,,main,The channel that contains the majority of flow,2007,342,11,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct09,2008,10/9/2008 0:00:00,10/9/2008 0:00:00,Large amount of deposited sand and gravel from flooding in spring and again in Sept.,main,The channel that contains the majority of flow,2008,342,11,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct06,2009,10/6/2009 0:00:00,10/6/2009 0:00:00,Some problems with tow barge unit. Seemed to shock fish but had to be within close range. Took some time to draw fish out of cover.,main,The channel that contains the majority of flow,2009,342,11,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Sep24,2012,9/24/2012 0:00:00,9/25/2012 0:00:00,,main,The channel that contains the majority of flow,2012,342,11,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Sep23,2014,9/23/2014 0:00:00,9/23/2014 0:00:00,,main,The channel that contains the majority of flow,2014,342,11,34.20
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,9/19/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,342,11,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep19,2018,9/19/2018 0:00:00,9/19/2018 0:00:00,,main,The channel that contains the majority of flow,2018,342,10,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,8/29/2022 0:00:00,Water levels lower than normal. Only sampled 10 transects at CURRM01. Transect 10 was 16 m short of upper boundary,main,The channel that contains the majority of flow,2022,342,10,34.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT20,2006,10/20/2006 0:00:00,11/2/2006 0:00:00,,main,The channel that contains the majority of flow,2006,500,11,50.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT20,2006,10/20/2006 0:00:00,11/2/2006 0:00:00,,backwater_main,Backwater habitat off of the main channel,2006,,3,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct10,2007,10/10/2007 0:00:00,10/10/2007 0:00:00,,backwater_main,Backwater habitat off of the main channel,2007,50,3,16.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct10,2007,10/10/2007 0:00:00,10/10/2007 0:00:00,,main,The channel that contains the majority of flow,2007,500,11,50.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct16,2008,10/16/2008 0:00:00,10/16/2008 0:00:00,,backwater_main,Backwater habitat off of the main channel,2008,50,3,25.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct16,2008,10/16/2008 0:00:00,10/16/2008 0:00:00,,main,The channel that contains the majority of flow,2008,500,10,50.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct07,2009,10/7/2009 0:00:00,10/7/2009 0:00:00,,main,The channel that contains the majority of flow,2009,500,11,50.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct07,2009,10/7/2009 0:00:00,10/7/2009 0:00:00,,backwater_main,Backwater habitat off of the main channel,2009,42,3,21.00
