ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,Pct_CloudCover,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments
George Washington Carver National Monument,GWCA,GWCAStfish03,03,Mainstem,Harkins Branch. Reach begins at riffle upstream of gate (park boundary),Harkins Branch,,Newton,,GWCALOW03,150,,GWCAStfish2022May02,2022,5/2/2022 0:00:00,5/9/2022 0:00:00,GWCAStfish2022May03,5/3/2022 0:00:00,5/3/2022 0:00:00,Rained on previous day ~0.75 inches,100,Calm,None,N/A,0,unknown,Rained 0.75 inches previous day,Water a little cloudy in deeper pool. could not see bottom
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2008Jul08,2008,7/8/2008 0:00:00,7/8/2008 0:00:00,HEHOStfish2008Jul08,7/8/2008 0:00:00,7/8/2008 0:00:00,,100,Calm,None,N/A,0,unknown,Rained 1.75 in. the previous night,
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2011Jul11,2011,7/11/2011 0:00:00,7/12/2011 0:00:00,HEHOStfish2011Jul11,7/11/2011 0:00:00,7/12/2011 0:00:00,,15,Calm,None,N/A,0,unknown,Rained ~ 0.25 inches the previous day to sampling,Water shallow but turbid; shocker settings Freq.=40Hz Duty=25% Volts=200
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2014Aug12,2014,8/12/2014 0:00:00,8/12/2014 0:00:00,HEHOStfish2014Aug12,8/12/2014 0:00:00,8/12/2014 0:00:00,,0,Calm,None,N/A,0,unknown,,Battery on backpack shocker quit about 10m from end of site
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2017July18,2017,7/18/2017 0:00:00,7/18/2017 0:00:00,HEHOStfish2017Jul18,7/18/2017 0:00:00,7/18/2017 0:00:00,,30,Calm,None,N/A,0,unknown,,
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2021Jul26,2021,7/26/2021 0:00:00,7/28/2021 0:00:00,HEHOStfish2021Jul26,7/26/2021 0:00:00,7/28/2021 0:00:00,Section of stream with rock riffle structures and bank stabilization. Backpack EF overloading - may have missed fish early in sampling of site. Sample conducted by Hae Kim & Grant Schmitz - MSU staff,0,Moderate,None,N/A,0,unknown,Hot,Section of stream with rock riffle structures & bank stabilization. Backpack EF kept overloading may have missed fish. Sample conducted by Hae Kim and Grant Schmitz. MSU staff
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2022Jul05,2022,7/5/2022 0:00:00,7/6/2022 0:00:00,HEHOStfish2022Jul05,7/5/2022 0:00:00,7/6/2022 0:00:00,Long-term monitoring site 2 years post stream remediation (rock riffles).  Reach sampled 17.4 m longer than reach measured during habitat. Upper "control" reach also sampled and data in special proj.,100,Light,None,N/A,0,unknown,,Long-term monitoring site post 2 year stream remediation (Rock riffles). Reach 17.4 m too long.
Herbert Hoover National Historic Site,HEHO,HEHOStfish01,01,Mainstem,Hoover Creek. Reach begins above walking bridge,Hoover Creek,,Cedar,,HEHOLOW01,150,,HEHOStfish2023Jul17,2023,7/17/2023 0:00:00,7/18/2023 0:00:00,HEHOStfish2023Jul17,7/17/2023 0:00:00,7/18/2023 0:00:00,Habitat collected on 7/17/23. Fish collected on 7/18/2023,100,Calm,None,N/A,0,unknown,,
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,9/13/2004 0:00:00,9/13/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,trickle between pools,clear-sunny,
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2006Aug31,2006,8/31/2006 0:00:00,8/31/2006 0:00:00,HOMEShiner2006Aug31,8/31/2006 0:00:00,8/31/2006 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,very turbid conditions - could not electrofhish; some stream bank erosion evident but not severe; channel incised
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2008Aug27,2008,8/27/2008 0:00:00,8/27/2008 0:00:00,HOMEShiner2008Aug27,8/27/2008 0:00:00,8/27/2008 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,clear-sunny,
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2011Sep20,2011,9/20/2011 0:00:00,9/20/2011 0:00:00,HOMEShiner2011Sep20,9/20/2011 0:00:00,9/20/2011 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,partly cloudy,Water levels low; water moderately turbid.  For sites 3 and 4 riparian cover right bank was bare bank.
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2015Sep03,2015,9/3/2015 0:00:00,9/3/2015 0:00:00,HOMEShiner2015Sep03,9/3/2015 0:00:00,9/3/2015 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2017Sep07,2017,9/7/2017 0:00:00,9/7/2017 0:00:00,HOMEShiner2017Sep07,9/7/2017 0:00:00,9/7/2017 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,Site 1 left bank - parking lot; Site 3 preserved fish could not be Ided due to decomposition of specimens
Homestead National Monument of America,HOME,HOMEShiner01lower,1,mainstem,,Cub Creek - North,,Gage,,HOMELOW01,,,HOMEShiner2023Sep07,2023,9/7/2023 0:00:00,9/7/2023 0:00:00,HOMEShiner2023Sep07,9/7/2023 0:00:00,9/7/2023 0:00:00,,-999,Unknown,Unknown,Unknown,0,flow between pools,partly cloudy,
Homestead National Monument of America,HOME,HOMEShiner01upper,1,mainstem,,Cub Creek - West,,Gage,,HOMEUPP01,,,HOMEShiner2004Sep13,2004,9/13/2004 0:00:00,9/13/2004 0:00:00,HOMEShiner2004Sep13,9/13/2004 0:00:00,9/13/2004 0:00:00,,-999,Unknown,Unknown,Unknown,0,moderate flow between pools,clear-sunny,
Hot Springs National Park,HOSP,HOSPStfish01,01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2009Jun16,2009,6/16/2009 0:00:00,6/17/2009 0:00:00,HOSPStfish2009Jun16,6/16/2009 0:00:00,6/17/2009 0:00:00,,0,Calm,None,N/A,0,unknown,Extremely hot weather - 98 degrees F for air temp,
Hot Springs National Park,HOSP,HOSPStfish01,01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2012Jul10,2012,7/10/2012 0:00:00,7/11/2012 0:00:00,HOSPStfish2012Jul10,7/10/2012 0:00:00,7/11/2012 0:00:00,,100,Calm,None,N/A,0,unknown,overcast,
Hot Springs National Park,HOSP,HOSPStfish01,01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2015Jul07,2015,7/7/2015 0:00:00,7/8/2015 0:00:00,HOSPStfish2015Jul07,7/7/2015 0:00:00,7/8/2015 0:00:00,,100,Light,None,N/A,0,unknown,,water levels normal
Hot Springs National Park,HOSP,HOSPStfish01,01,Mainstem,Gulpha Creek. Downstream boundary begins ~100m upstream of upper bridge at campground,Gulpha Creek,,Garland,,HOSPLOW01,150,,HOSPStfish2018Jul09,2018,7/9/2018 0:00:00,7/10/2018 0:00:00,HOSPStfish2018Jul09,7/9/2018 0:00:00,7/9/2018 0:00:00,,70,Light,None,N/A,0,unknown,,Very few fish; fish habitat is 1 transect short; GPS had+\-15 m accuracy.
Hot Springs National Park,HOSP,HOSPStfish02,02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2009Jun16,2009,6/16/2009 0:00:00,6/17/2009 0:00:00,HOSPStfish2009Jun16,6/16/2009 0:00:00,6/17/2009 0:00:00,,0,Calm,None,N/A,0,unknown,,Lots of bedrock substrate with some fine silt deposited. Some fish lost in crevices of bedrock.
Hot Springs National Park,HOSP,HOSPStfish02,02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2012Jul10,2012,7/10/2012 0:00:00,7/11/2012 0:00:00,HOSPStfish2012Jul10,7/10/2012 0:00:00,7/11/2012 0:00:00,,100,Calm,None,N/A,0,unknown,Overcast,
Hot Springs National Park,HOSP,HOSPStfish02,02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2015Jul07,2015,7/7/2015 0:00:00,7/8/2015 0:00:00,HOSPStfish2015Jul07,7/7/2015 0:00:00,7/8/2015 0:00:00,,100,Calm,None,N/A,0,unknown,,
Hot Springs National Park,HOSP,HOSPStfish02,02,Mainstem,Bull Bayou. Upstream boundary begins ~100m downstream of bridge on Blacksnake Road.,Bull Bayou,,Garland,,HOSPLOW02,150,,HOSPStfish2018Jul09,2018,7/9/2018 0:00:00,7/10/2018 0:00:00,HOSPStfish2018Jul10,7/10/2018 0:00:00,7/10/2018 0:00:00,,70,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005OCT20,10/20/2005 0:00:00,10/20/2005 0:00:00,,50,Calm,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT04,10/4/2006 0:00:00,10/4/2006 0:00:00,,40,Calm,None,N/A,0,unknown,,longnose gar observed. but not collected
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct18,10/18/2007 0:00:00,10/19/2007 0:00:00,,20,Moderate,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct09,10/9/2008 0:00:00,10/9/2008 0:00:00,Large amount of deposited sand and gravel from flooding in spring and again in Sept.,0,Calm,None,N/A,0,unknown,,Large amounts of deposited sand and gravel from flooding in spring and again in Sept.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct06,10/6/2009 0:00:00,10/6/2009 0:00:00,Some problems with tow barge unit. Seemed to shock fish but had to be within close range. Took some time to draw fish out of cover.,100,Calm,Rain,Light,0,unknown,Rained early morning until 9:00AM,Some problems with tow barge unit. Seemed to shock fish but had to be within close range. Took some time to draw fish out of cover.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Sep24,9/24/2012 0:00:00,9/25/2012 0:00:00,,20,Calm,None,N/A,0,unknown,,Water levels low; more lamprey ammoceate collected than in past years; lots of fine sediment on river left.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Sep23,9/23/2014 0:00:00,9/23/2014 0:00:00,,15,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep19,9/19/2016 0:00:00,9/19/2016 0:00:00,,10,Calm,None,N/A,0,unknown,,Deposited sand on gravel  - only 1 small riffle in reach - deeper runs filled with sand/gravel
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep19,9/19/2018 0:00:00,9/19/2018 0:00:00,,0,Calm,None,N/A,0,unknown,,Water levels low; lots of deposited sand and sediment; site wide and shallow
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,01,Mainstem,Site begins at 2nd riffle upstream of lower stretch boundary. Riffle located above road access and flagged on both banks and yellow rebar on river right. Upper end of reach flagged on river left.,Current River,,Shannon,14,CURRM01,342,383.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Aug29,8/29/2022 0:00:00,8/29/2022 0:00:00,Water levels lower than normal. Only sampled 10 transects at CURRM01. Transect 10 was 16 m short of upper boundary,40,Light,None,N/A,0,unknown,Thunderstorms south of the sampling site.,Water levels lower than normal. Only sampled 10 transects. Transect 10 was ~ 16 m short of upper boundary.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005OCT25,10/25/2005 0:00:00,10/25/2005 0:00:00,,60,Light,None,N/A,0,unknown,,Deep run within site that could not sample due to depth and flow; may return with boat EF unit
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT20,10/20/2006 0:00:00,11/2/2006 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct10,10/10/2007 0:00:00,10/10/2007 0:00:00,,0,Light,None,N/A,0,unknown,beautiful and cooler (but not cold enough) - SWH,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct16,10/16/2008 0:00:00,10/16/2008 0:00:00,,0,Moderate,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct07,10/7/2009 0:00:00,10/7/2009 0:00:00,,0,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Sep27,9/27/2012 0:00:00,9/27/2012 0:00:00,,80,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Sep24,9/24/2014 0:00:00,9/24/2014 0:00:00,,10,Calm,None,N/A,0,unknown,,Pool at upper end of reach filled in with gravel on river left. Not many fish collected in that pool.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep28,9/28/2016 0:00:00,9/28/2016 0:00:00,,0,Light,None,N/A,0,unknown,,Water cloudy - could only see ~3-4 feet deep. Did not see or catch many sunfish or bass sp.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep26,9/26/2018 0:00:00,9/26/2018 0:00:00,,10,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,02,Mainstem,Stretch boundary approximately 1km upstream of Presley Center. Lower end of reach at 1st full riffle upstream of stretch bdr - staked w/ yellow rebar on river right. Upper end staked on river left.,Current River,,Shannon,35,CURRM02,450,1135.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Aug30,8/30/2022 0:00:00,8/30/2022 0:00:00,Water up 1 foot and turbid due to rain. Visability ~10 inches at CURRM02,80,Calm,None,N/A,0,unknown,,Water up ~ 1 ft. and Turbid due to rain. Visability ~ 10 in.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV03,11/3/2005 0:00:00,11/4/2005 0:00:00,,50,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT19,10/19/2006 0:00:00,11/1/2006 0:00:00,,100,Light,None,N/A,0,unknown,,lamprey ammocoete observed. but not collected
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct10,10/10/2007 0:00:00,10/10/2007 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct17,10/17/2008 0:00:00,10/17/2008 0:00:00,,45,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct08,10/8/2009 0:00:00,10/8/2009 0:00:00,,100,Calm,Rain,Moderate,0,unknown,Periods of moderate to heavy rain,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Sep26,9/26/2012 0:00:00,9/26/2012 0:00:00,,100,Light,Rain,Moderate,0,unknown,Scattered Thunderstorms,Water levels rose ~3inches during rain events but water was clear.  More fantails caught than in previous years.
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Sep25,9/25/2014 0:00:00,9/25/2014 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep29,9/29/2016 0:00:00,9/29/2016 0:00:00,,0,Light,None,N/A,0,unknown,,water cloudy - visability ~ 5 feet. did not catch as many sucker + sunfish sp. As past samples
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,60,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,90,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,20,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,100,Light,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct12,10/12/2007 0:00:00,10/18/2007 0:00:00,,10,Light,None,N/A,0,unknown,,
