ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,ChannelType,ChannelTypeDescr,TransectNumber,SampleLocation,SampleLocationDescr,tbl_BankMeasurementInfo_Season,BankAngle,BankAngleDescr,BankVegCover,BankVegCoverDescr,BankHeight,BankHeightDescr,BankSubstrate,BankSubstrateDescr,LargeTrees_TR,SmTreesShrubs_SH,GrassForbes_GR,BareRockSediment_BA,Artificial_AR,Comment
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2013May20,2013,5/20/2013 0:00,6/30/2013 0:00,BUFFRMFish2013Jun11,6/11/2013 0:00,6/11/2013 0:00,,main,The channel that contains the majority of flow,10,R,Right,2013,2,31-60 degrees,1,>80%,3,2.1-3 meter,1,Bedrock/artificial,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2013May20,2013,5/20/2013 0:00,6/30/2013 0:00,BUFFRMFish2013Jun11,6/11/2013 0:00,6/11/2013 0:00,,main,The channel that contains the majority of flow,11,L,Left,2013,2,31-60 degrees,1,>80%,3,2.1-3 meter,8,Sand,-1,0,-1,0,0,11.0m Sand Bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2013May20,2013,5/20/2013 0:00,6/30/2013 0:00,BUFFRMFish2013Jun11,6/11/2013 0:00,6/11/2013 0:00,,main,The channel that contains the majority of flow,11,R,Right,2013,2,31-60 degrees,1,>80%,3,2.1-3 meter,2,Boulder/cobble,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,1,L,Left,2017,3,>60 degrees,3,20-49%,5,>4 meter,8,Sand,0,0,0,-1,0,15.5m island
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,1,R,Right,2017,1,0-30 degrees,3,20-49%,1,0-1 meter,10,Gravel/sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,2,L,Left,2017,2,31-60 degrees,2,50-80%,4,3.1-4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,2,R,Right,2017,2,31-60 degrees,1,>80%,4,3.1-4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,3,L,Left,2017,2,31-60 degrees,3,20-49%,3,2.1-3 meter,8,Sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,3,R,Right,2017,3,>60 degrees,2,50-80%,4,3.1-4 meter,10,Gravel/sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,4,L,Left,2017,2,31-60 degrees,4,<20%,4,3.1-4 meter,8,Sand,0,0,0,-1,0,7.5m sand bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,4,R,Right,2017,2,31-60 degrees,1,>80%,4,3.1-4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,5,L,Left,2017,2,31-60 degrees,4,<20%,5,>4 meter,8,Sand,0,0,0,-1,0,21m sand bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,5,R,Right,2017,2,31-60 degrees,1,>80%,4,3.1-4 meter,5,Silt,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,6,L,Left,2017,2,31-60 degrees,4,<20%,4,3.1-4 meter,8,Sand,0,0,0,-1,0,24m gravel/sand bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,6,R,Right,2017,3,>60 degrees,2,50-80%,4,3.1-4 meter,5,Silt,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,7,L,Left,2017,2,31-60 degrees,2,50-80%,3,2.1-3 meter,8,Sand,0,0,-1,0,0,15m sand bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,7,R,Right,2017,2,31-60 degrees,3,20-49%,3,2.1-3 meter,8,Sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,8,L,Left,2017,2,31-60 degrees,2,50-80%,4,3.1-4 meter,8,Sand,-1,0,-1,0,0,21m gravel/sand bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,8,R,Right,2017,2,31-60 degrees,1,>80%,4,3.1-4 meter,2,Boulder/cobble,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,9,L,Left,2017,2,31-60 degrees,2,50-80%,2,1.1-2 meter,10,Gravel/sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,9,R,Right,2017,2,31-60 degrees,1,>80%,3,2.1-3 meter,2,Boulder/cobble,0,0,0,0,0,no bank cover data
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,10,L,Left,2017,2,31-60 degrees,2,50-80%,3,2.1-3 meter,8,Sand,-1,0,-1,0,0,20.5m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,10,R,Right,2017,3,>60 degrees,3,20-49%,5,>4 meter,1,Bedrock/artificial,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,11,L,Left,2017,2,31-60 degrees,3,20-49%,4,3.1-4 meter,8,Sand,0,0,0,-1,0,27.5m sand bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2017May24,2017,5/24/2017 0:00,6/22/2017 0:00,BUFFRMFISH2017Jun21,6/21/2017 0:00,6/21/2017 0:00,,Main,The channel that contains the majority of flow,11,R,Right,2017,2,31-60 degrees,2,50-80%,4,3.1-4 meter,2,Boulder/cobble,-1,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,1,L,Left,2019,3,>60 degrees,2,50-80%,5,>4 meter,8,Sand,0,-1,0,0,0,14 m gravel island
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,1,R,Right,2019,1,0-30 degrees,3,20-49%,1,0-1 meter,2,Boulder/cobble,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,2,L,Left,2019,2,31-60 degrees,1,>80%,2,1.1-2 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,2,R,Right,2019,3,>60 degrees,2,50-80%,4,3.1-4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,3,L,Left,2019,1,0-30 degrees,3,20-49%,1,0-1 meter,8,Sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,3,R,Right,2019,3,>60 degrees,3,20-49%,4,3.1-4 meter,10,Gravel/sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,4,L,Left,2019,3,>60 degrees,2,50-80%,5,>4 meter,8,Sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,4,R,Right,2019,3,>60 degrees,2,50-80%,5,>4 meter,8,Sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,5,L,Left,2019,1,0-30 degrees,4,<20%,1,0-1 meter,8,Sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,5,R,Right,2019,3,>60 degrees,1,>80%,5,>4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,6,L,Left,2019,1,0-30 degrees,4,<20%,1,0-1 meter,8,Sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,6,R,Right,2019,3,>60 degrees,2,50-80%,5,>4 meter,8,Sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,7,L,Left,2019,1,0-30 degrees,4,<20%,1,0-1 meter,8,Sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,7,R,Right,2019,2,31-60 degrees,2,50-80%,4,3.1-4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,8,L,Left,2019,2,31-60 degrees,4,<20%,2,1.1-2 meter,10,Gravel/sand,0,0,0,-1,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,8,R,Right,2019,2,31-60 degrees,1,>80%,4,3.1-4 meter,8,Sand,-1,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,9,L,Left,2019,3,>60 degrees,2,50-80%,2,1.1-2 meter,8,Sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,9,R,Right,2019,2,31-60 degrees,1,>80%,4,3.1-4 meter,8,Sand,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,10,L,Left,2019,2,31-60 degrees,2,50-80%,2,1.1-2 meter,8,Sand,0,-1,0,0,0,11.5 m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,10,R,Right,2019,3,>60 degrees,1,>80%,5,>4 meter,8,Sand,-1,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,11,L,Left,2019,3,>60 degrees,2,50-80%,4,3.1-4 meter,8,Sand,0,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2019May22,2019,5/22/2019 0:00,6/20/2019 0:00,BUFFRMFISH2019Jun20,6/20/2019 0:00,6/20/2019 0:00,All data and sites for BUFF 2019 is flagged due to repeated high rain and flood events. Diversity and abundance was low. Flag data in Fish Community and Individual Fish tables for all sites.,main,The channel that contains the majority of flow,11,R,Right,2019,2,31-60 degrees,2,50-80%,3,2.1-3 meter,2,Boulder/cobble,0,-1,0,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,1,L,Left,2023,3,>60 degrees,2,50-80%,5,>4 meter,5,Silt,-1,-1,0,0,0,24 m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,1,R,Right,2023,3,>60 degrees,1,>80%,5,>4 meter,2,Boulder/cobble,-1,-1,0,0,0,19.6 m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,2,L,Left,2023,3,>60 degrees,2,50-80%,5,>4 meter,8,Sand,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,2,R,Right,2023,3,>60 degrees,2,50-80%,5,>4 meter,5,Silt,-1,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,3,L,Left,2023,3,>60 degrees,2,50-80%,5,>4 meter,5,Silt,-1,-1,0,0,0,12 m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,3,R,Right,2023,3,>60 degrees,1,>80%,5,>4 meter,10,Gravel/sand,-1,-1,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,4,L,Left,2023,3,>60 degrees,1,>80%,5,>4 meter,8,Sand,-1,-1,-1,0,0,16 m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,4,R,Right,2023,3,>60 degrees,1,>80%,5,>4 meter,5,Silt,-1,0,-1,0,0,
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,5,L,Left,2023,3,>60 degrees,1,>80%,5,>4 meter,8,Sand,0,-1,-1,0,0,18.7 m gravel bar
Buffalo National River,BUFF,BUFFRMFISHBM06,6,Mainstem,,Buffalo River,,Marion,87,BUFFM06,726,2988,BUFFRMFISH2023May23,2023,5/23/2023 0:00,6/14/2023 0:00,BUFFRMFISH2023Jun14,6/14/2023 0:00,6/14/2023 0:00,,main,The channel that contains the majority of flow,5,R,Right,2023,3,>60 degrees,1,>80%,5,>4 meter,2,Boulder/cobble,-1,0,-1,0,0,
