Plot,SubPlot,EventDate,CanopyType,ReadingNumber,DotScore
GWCA40,1,Jun  4 2012,Hardwood,4,88
GWCA40,1,Jun  4 2012,Total,1,54
GWCA40,1,Jun  4 2012,Total,2,79
GWCA40,1,Jun  4 2012,Total,3,95
GWCA40,1,Jun  4 2012,Total,4,88
GWCA40,1,Jun 11 2020,Conifer,1,0
GWCA40,1,Jun 11 2020,Conifer,2,0
GWCA40,1,Jun 11 2020,Conifer,3,0
GWCA40,1,Jun 11 2020,Conifer,4,0
GWCA40,1,Jun 11 2020,Hardwood,1,47
GWCA40,1,Jun 11 2020,Hardwood,2,54
GWCA40,1,Jun 11 2020,Hardwood,3,83
GWCA40,1,Jun 11 2020,Hardwood,4,90
GWCA40,1,Jun 11 2020,Total,1,47
GWCA40,1,Jun 11 2020,Total,2,54
GWCA40,1,Jun 11 2020,Total,3,83
GWCA40,1,Jun 11 2020,Total,4,90
GWCA40,1,May 20 2016,Hardwood,1,48
GWCA40,1,May 20 2016,Hardwood,2,56
GWCA40,1,May 20 2016,Hardwood,3,95
GWCA40,1,May 20 2016,Hardwood,4,84
GWCA40,1,May 20 2016,Total,1,48
GWCA40,1,May 20 2016,Total,2,56
GWCA40,1,May 20 2016,Total,3,95
GWCA40,1,May 20 2016,Total,4,84
GWCA40,1,May 27 2008,Hardwood,1,23
GWCA40,1,May 27 2008,Hardwood,2,26
GWCA40,1,May 27 2008,Hardwood,3,52
GWCA40,1,May 27 2008,Hardwood,4,81
GWCA40,1,May 27 2008,Total,1,23
GWCA40,1,May 27 2008,Total,2,26
GWCA40,1,May 27 2008,Total,3,52
GWCA40,1,May 27 2008,Total,4,81
GWCA41,1,Jun  9 2020,Conifer,1,0
GWCA41,1,Jun  9 2020,Conifer,2,0
GWCA41,1,Jun  9 2020,Conifer,3,0
GWCA41,1,Jun  9 2020,Conifer,4,0
GWCA41,1,Jun  9 2020,Hardwood,1,0
GWCA41,1,Jun  9 2020,Hardwood,2,0
GWCA41,1,Jun  9 2020,Hardwood,3,0
GWCA41,1,Jun  9 2020,Hardwood,4,0
GWCA41,1,Jun  9 2020,Total,1,0
GWCA41,1,Jun  9 2020,Total,2,0
GWCA41,1,Jun  9 2020,Total,3,0
GWCA41,1,Jun  9 2020,Total,4,0
GWCA41,1,May 20 2016,Total,1,0
GWCA41,1,May 20 2016,Total,2,0
GWCA41,1,May 20 2016,Total,3,0
GWCA41,1,May 20 2016,Total,4,0
GWCA42,1,Jun  5 2012,Hardwood,1,11
GWCA42,1,Jun  5 2012,Hardwood,2,48
GWCA42,1,Jun  5 2012,Hardwood,3,25
GWCA42,1,Jun  5 2012,Total,1,11
GWCA42,1,Jun  5 2012,Total,2,48
GWCA42,1,Jun  5 2012,Total,3,25
GWCA42,1,Jun  9 2020,Conifer,1,0
GWCA42,1,Jun  9 2020,Conifer,2,0
GWCA42,1,Jun  9 2020,Conifer,3,0
GWCA42,1,Jun  9 2020,Conifer,4,0
GWCA42,1,Jun  9 2020,Hardwood,1,23
GWCA42,1,Jun  9 2020,Hardwood,2,70
GWCA42,1,Jun  9 2020,Hardwood,3,0
GWCA42,1,Jun  9 2020,Hardwood,4,5
GWCA42,1,Jun  9 2020,Total,1,23
GWCA42,1,Jun  9 2020,Total,2,70
GWCA42,1,Jun  9 2020,Total,3,0
GWCA42,1,Jun  9 2020,Total,4,5
GWCA42,1,May 18 2016,Hardwood,1,1
GWCA42,1,May 18 2016,Hardwood,2,41
GWCA42,1,May 18 2016,Hardwood,3,0
GWCA42,1,May 18 2016,Hardwood,4,0
GWCA42,1,May 18 2016,Total,1,1
GWCA42,1,May 18 2016,Total,2,41
GWCA42,1,May 18 2016,Total,3,0
GWCA42,1,May 18 2016,Total,4,0
GWCA42,1,May 29 2008,Hardwood,1,3
GWCA42,1,May 29 2008,Hardwood,2,45
GWCA42,1,May 29 2008,Hardwood,3,14
GWCA42,1,May 29 2008,Total,1,3
GWCA42,1,May 29 2008,Total,2,45
GWCA42,1,May 29 2008,Total,3,14
GWCA43,1,Jun  9 2020,Conifer,1,0
GWCA43,1,Jun  9 2020,Conifer,2,0
GWCA43,1,Jun  9 2020,Conifer,3,0
GWCA43,1,Jun  9 2020,Conifer,4,0
GWCA43,1,Jun  9 2020,Hardwood,1,0
GWCA43,1,Jun  9 2020,Hardwood,2,0
GWCA43,1,Jun  9 2020,Hardwood,3,0
GWCA43,1,Jun  9 2020,Hardwood,4,0
GWCA43,1,Jun  9 2020,Total,1,0
GWCA43,1,Jun  9 2020,Total,2,0
GWCA43,1,Jun  9 2020,Total,3,0
GWCA43,1,Jun  9 2020,Total,4,0
GWCA43,1,May 18 2016,Total,1,0
GWCA43,1,May 18 2016,Total,2,0
GWCA43,1,May 18 2016,Total,3,0
GWCA43,1,May 18 2016,Total,4,0
GWCA44,1,Jun  9 2020,Conifer,1,0
GWCA44,1,Jun  9 2020,Conifer,2,0
GWCA44,1,Jun  9 2020,Conifer,3,0
GWCA44,1,Jun  9 2020,Conifer,4,0
GWCA44,1,Jun  9 2020,Hardwood,1,0
GWCA44,1,Jun  9 2020,Hardwood,2,0
GWCA44,1,Jun  9 2020,Hardwood,3,0
GWCA44,1,Jun  9 2020,Hardwood,4,0
GWCA44,1,Jun  9 2020,Total,1,0
GWCA44,1,Jun  9 2020,Total,2,0
GWCA44,1,Jun  9 2020,Total,3,0
GWCA44,1,Jun  9 2020,Total,4,0
GWCA44,1,May 20 2016,Total,1,0
GWCA44,1,May 20 2016,Total,2,0
GWCA44,1,May 20 2016,Total,3,0
GWCA44,1,May 20 2016,Total,4,0
GWCA45,1,Jun  8 2020,Conifer,1,0
GWCA45,1,Jun  8 2020,Conifer,2,0
GWCA45,1,Jun  8 2020,Conifer,3,0
GWCA45,1,Jun  8 2020,Conifer,4,0
GWCA45,1,Jun  8 2020,Hardwood,1,30
GWCA45,1,Jun  8 2020,Hardwood,2,0
GWCA45,1,Jun  8 2020,Hardwood,3,0
GWCA45,1,Jun  8 2020,Hardwood,4,0
GWCA45,1,Jun  8 2020,Total,1,30
GWCA45,1,Jun  8 2020,Total,2,0
GWCA45,1,Jun  8 2020,Total,3,0
GWCA45,1,Jun  8 2020,Total,4,0
GWCA45,1,May 18 2016,Total,1,0
GWCA45,1,May 18 2016,Total,2,0
GWCA45,1,May 18 2016,Total,3,0
GWCA45,1,May 18 2016,Total,4,0
GWCA46,1,Jun  8 2020,Conifer,1,0
GWCA46,1,Jun  8 2020,Conifer,2,0
GWCA46,1,Jun  8 2020,Conifer,3,0
GWCA46,1,Jun  8 2020,Conifer,4,0
GWCA46,1,Jun  8 2020,Hardwood,1,0
GWCA46,1,Jun  8 2020,Hardwood,2,0
GWCA46,1,Jun  8 2020,Hardwood,3,0
GWCA46,1,Jun  8 2020,Hardwood,4,0
GWCA46,1,Jun  8 2020,Total,1,0
GWCA46,1,Jun  8 2020,Total,2,0
GWCA46,1,Jun  8 2020,Total,3,0
GWCA46,1,Jun  8 2020,Total,4,0
GWCA46,1,May 18 2016,Total,1,0
GWCA46,1,May 18 2016,Total,2,0
GWCA46,1,May 18 2016,Total,3,0
GWCA46,1,May 18 2016,Total,4,0
GWCA47,1,Jun  8 2020,Conifer,1,0
GWCA47,1,Jun  8 2020,Conifer,2,0
GWCA47,1,Jun  8 2020,Conifer,3,0
GWCA47,1,Jun  8 2020,Conifer,4,0
GWCA47,1,Jun  8 2020,Hardwood,1,0
GWCA47,1,Jun  8 2020,Hardwood,2,0
GWCA47,1,Jun  8 2020,Hardwood,3,0
GWCA47,1,Jun  8 2020,Hardwood,4,0
GWCA47,1,Jun  8 2020,Total,1,0
GWCA47,1,Jun  8 2020,Total,2,0
GWCA47,1,Jun  8 2020,Total,3,0
GWCA47,1,Jun  8 2020,Total,4,0
GWCA47,1,May 18 2016,Total,1,0
GWCA47,1,May 18 2016,Total,2,0
GWCA47,1,May 18 2016,Total,3,0
GWCA47,1,May 18 2016,Total,4,0
GWCA48,1,Jun  8 2020,Conifer,1,0
GWCA48,1,Jun  8 2020,Conifer,2,0
GWCA48,1,Jun  8 2020,Conifer,3,0
GWCA48,1,Jun  8 2020,Conifer,4,0
GWCA48,1,Jun  8 2020,Hardwood,1,6
GWCA48,1,Jun  8 2020,Hardwood,2,0
GWCA48,1,Jun  8 2020,Hardwood,3,0
GWCA48,1,Jun  8 2020,Hardwood,4,0
GWCA48,1,Jun  8 2020,Total,1,6
GWCA48,1,Jun  8 2020,Total,2,0
GWCA48,1,Jun  8 2020,Total,3,0
GWCA48,1,Jun  8 2020,Total,4,0
GWCA48,1,May 18 2016,Total,1,0
GWCA48,1,May 18 2016,Total,2,0
GWCA48,1,May 18 2016,Total,3,0
GWCA48,1,May 18 2016,Total,4,0
GWCA48,1,May 27 2008,Hardwood,1,3
GWCA48,1,May 27 2008,Total,1,3
GWCA49,1,Jun  9 2020,Conifer,1,0
GWCA49,1,Jun  9 2020,Conifer,2,0
GWCA49,1,Jun  9 2020,Conifer,3,0
GWCA49,1,Jun  9 2020,Conifer,4,0
GWCA49,1,Jun  9 2020,Hardwood,1,0
GWCA49,1,Jun  9 2020,Hardwood,2,0
GWCA49,1,Jun  9 2020,Hardwood,3,0
GWCA49,1,Jun  9 2020,Hardwood,4,0
GWCA49,1,Jun  9 2020,Total,1,0
GWCA49,1,Jun  9 2020,Total,2,0
GWCA49,1,Jun  9 2020,Total,3,0
GWCA49,1,Jun  9 2020,Total,4,0
GWCA49,1,May 18 2016,Total,1,0
GWCA49,1,May 18 2016,Total,2,0
GWCA49,1,May 18 2016,Total,3,0
GWCA49,1,May 18 2016,Total,4,0
GWCA5,1,Jun 10 2020,Conifer,1,0
GWCA5,1,Jun 10 2020,Conifer,2,0
GWCA5,1,Jun 10 2020,Conifer,3,0
GWCA5,1,Jun 10 2020,Conifer,4,0
GWCA5,1,Jun 10 2020,Hardwood,1,0
GWCA5,1,Jun 10 2020,Hardwood,2,0
GWCA5,1,Jun 10 2020,Hardwood,3,0
GWCA5,1,Jun 10 2020,Hardwood,4,0
GWCA5,1,Jun 10 2020,Total,1,0
GWCA5,1,Jun 10 2020,Total,2,0
GWCA5,1,Jun 10 2020,Total,3,0
GWCA5,1,Jun 10 2020,Total,4,0
GWCA5,1,May 18 2016,Total,1,0
GWCA5,1,May 18 2016,Total,2,0
GWCA5,1,May 18 2016,Total,3,0
GWCA5,1,May 18 2016,Total,4,0
GWCA50,1,Jun  8 2020,Conifer,1,0
GWCA50,1,Jun  8 2020,Conifer,2,0
GWCA50,1,Jun  8 2020,Conifer,3,0
GWCA50,1,Jun  8 2020,Conifer,4,0
GWCA50,1,Jun  8 2020,Hardwood,1,0
GWCA50,1,Jun  8 2020,Hardwood,2,0
GWCA50,1,Jun  8 2020,Hardwood,3,0
GWCA50,1,Jun  8 2020,Hardwood,4,0
GWCA50,1,Jun  8 2020,Total,1,0
GWCA50,1,Jun  8 2020,Total,2,0
GWCA50,1,Jun  8 2020,Total,3,0
GWCA50,1,Jun  8 2020,Total,4,0
GWCA50,1,May 18 2016,Total,1,0
GWCA50,1,May 18 2016,Total,2,0
GWCA50,1,May 18 2016,Total,3,0
GWCA50,1,May 18 2016,Total,4,0
GWCA51,1,Jun  8 2020,Conifer,1,0
GWCA51,1,Jun  8 2020,Conifer,2,0
GWCA51,1,Jun  8 2020,Conifer,3,0
GWCA51,1,Jun  8 2020,Conifer,4,0
GWCA51,1,Jun  8 2020,Hardwood,1,0
GWCA51,1,Jun  8 2020,Hardwood,2,0
GWCA51,1,Jun  8 2020,Hardwood,3,0
GWCA51,1,Jun  8 2020,Hardwood,4,0
GWCA51,1,Jun  8 2020,Total,1,0
GWCA51,1,Jun  8 2020,Total,2,0
GWCA51,1,Jun  8 2020,Total,3,0
GWCA51,1,Jun  8 2020,Total,4,0
GWCA51,1,May 18 2016,Total,1,0
GWCA51,1,May 18 2016,Total,2,0
GWCA51,1,May 18 2016,Total,3,0
GWCA51,1,May 18 2016,Total,4,0
GWCA52,1,Jun  8 2020,Conifer,1,0
GWCA52,1,Jun  8 2020,Conifer,2,0
GWCA52,1,Jun  8 2020,Conifer,3,0
GWCA52,1,Jun  8 2020,Conifer,4,0
GWCA52,1,Jun  8 2020,Hardwood,1,0
GWCA52,1,Jun  8 2020,Hardwood,2,0
GWCA52,1,Jun  8 2020,Hardwood,3,0
GWCA52,1,Jun  8 2020,Hardwood,4,0
GWCA52,1,Jun  8 2020,Total,1,0
GWCA52,1,Jun  8 2020,Total,2,0
GWCA52,1,Jun  8 2020,Total,3,0
GWCA52,1,Jun  8 2020,Total,4,0
GWCA52,1,May 18 2016,Total,1,0
GWCA52,1,May 18 2016,Total,2,0
GWCA52,1,May 18 2016,Total,3,0
GWCA52,1,May 18 2016,Total,4,0
GWCA53,1,Jun  6 2012,Hardwood,1,96
GWCA53,1,Jun  6 2012,Hardwood,2,96
GWCA53,1,Jun  6 2012,Hardwood,3,94
GWCA53,1,Jun  6 2012,Hardwood,4,90
GWCA53,1,Jun  6 2012,Total,1,96
GWCA53,1,Jun  6 2012,Total,2,96
GWCA53,1,Jun  6 2012,Total,3,94
GWCA53,1,Jun  6 2012,Total,4,90
GWCA53,1,Jun 11 2020,Conifer,1,0
GWCA53,1,Jun 11 2020,Conifer,2,0
GWCA53,1,Jun 11 2020,Conifer,3,0
GWCA53,1,Jun 11 2020,Conifer,4,0
GWCA53,1,Jun 11 2020,Hardwood,1,88
GWCA53,1,Jun 11 2020,Hardwood,2,90
GWCA53,1,Jun 11 2020,Hardwood,3,89
GWCA53,1,Jun 11 2020,Hardwood,4,90
GWCA53,1,Jun 11 2020,Total,1,88
GWCA53,1,Jun 11 2020,Total,2,90
GWCA53,1,Jun 11 2020,Total,3,89
GWCA53,1,Jun 11 2020,Total,4,90
GWCA53,1,May 18 2016,Hardwood,1,96
GWCA53,1,May 18 2016,Hardwood,2,95
GWCA53,1,May 18 2016,Hardwood,3,95
GWCA53,1,May 18 2016,Hardwood,4,81
GWCA53,1,May 18 2016,Total,1,96
GWCA53,1,May 18 2016,Total,2,95
GWCA53,1,May 18 2016,Total,3,95
GWCA53,1,May 18 2016,Total,4,81
GWCA53,1,May 29 2008,Hardwood,1,94
GWCA53,1,May 29 2008,Hardwood,2,95
GWCA53,1,May 29 2008,Hardwood,3,96
GWCA53,1,May 29 2008,Hardwood,4,94
GWCA53,1,May 29 2008,Total,1,94
GWCA53,1,May 29 2008,Total,2,95
GWCA53,1,May 29 2008,Total,3,96
GWCA53,1,May 29 2008,Total,4,94
GWCA54,1,Jun  8 2020,Conifer,1,0
GWCA54,1,Jun  8 2020,Conifer,2,0
GWCA54,1,Jun  8 2020,Conifer,3,0
GWCA54,1,Jun  8 2020,Conifer,4,0
GWCA54,1,Jun  8 2020,Hardwood,1,0
GWCA54,1,Jun  8 2020,Hardwood,2,0
GWCA54,1,Jun  8 2020,Hardwood,3,0
GWCA54,1,Jun  8 2020,Hardwood,4,0
GWCA54,1,Jun  8 2020,Total,1,0
GWCA54,1,Jun  8 2020,Total,2,0
GWCA54,1,Jun  8 2020,Total,3,0
GWCA54,1,Jun  8 2020,Total,4,0
GWCA54,1,May 18 2016,Total,1,0
GWCA54,1,May 18 2016,Total,2,0
GWCA54,1,May 18 2016,Total,3,0
GWCA54,1,May 18 2016,Total,4,0
GWCA55,1,Jun  9 2020,Conifer,1,0
GWCA55,1,Jun  9 2020,Conifer,2,0
GWCA55,1,Jun  9 2020,Conifer,3,0
GWCA55,1,Jun  9 2020,Conifer,4,0
GWCA55,1,Jun  9 2020,Hardwood,1,0
GWCA55,1,Jun  9 2020,Hardwood,2,0
GWCA55,1,Jun  9 2020,Hardwood,3,0
GWCA55,1,Jun  9 2020,Hardwood,4,0
GWCA55,1,Jun  9 2020,Total,1,0
GWCA55,1,Jun  9 2020,Total,2,0
GWCA55,1,Jun  9 2020,Total,3,0
GWCA55,1,Jun  9 2020,Total,4,0
GWCA55,1,May 18 2016,Total,1,0
GWCA55,1,May 18 2016,Total,2,0
GWCA55,1,May 18 2016,Total,3,0
GWCA55,1,May 18 2016,Total,4,0
GWCA55,1,May 27 2008,Hardwood,1,95
GWCA55,1,May 27 2008,Hardwood,2,96
GWCA55,1,May 27 2008,Hardwood,3,93
GWCA55,1,May 27 2008,Hardwood,4,94
GWCA55,1,May 27 2008,Total,1,95
GWCA55,1,May 27 2008,Total,2,96
GWCA55,1,May 27 2008,Total,3,93
GWCA55,1,May 27 2008,Total,4,94
GWCA56,1,Jun  8 2020,Conifer,1,0
GWCA56,1,Jun  8 2020,Conifer,2,0
GWCA56,1,Jun  8 2020,Conifer,3,0
GWCA56,1,Jun  8 2020,Conifer,4,0
GWCA56,1,Jun  8 2020,Hardwood,1,0
GWCA56,1,Jun  8 2020,Hardwood,2,0
GWCA56,1,Jun  8 2020,Hardwood,3,0
GWCA56,1,Jun  8 2020,Hardwood,4,0
GWCA56,1,Jun  8 2020,Total,1,0
GWCA56,1,Jun  8 2020,Total,2,0
GWCA56,1,Jun  8 2020,Total,3,0
GWCA56,1,Jun  8 2020,Total,4,0
GWCA56,1,May 18 2016,Total,1,0
GWCA56,1,May 18 2016,Total,2,0
GWCA56,1,May 18 2016,Total,3,0
GWCA56,1,May 18 2016,Total,4,0
GWCA57,1,Jun  8 2020,Conifer,1,0
GWCA57,1,Jun  8 2020,Conifer,2,0
GWCA57,1,Jun  8 2020,Conifer,3,0
GWCA57,1,Jun  8 2020,Conifer,4,0
GWCA57,1,Jun  8 2020,Hardwood,1,0
GWCA57,1,Jun  8 2020,Hardwood,2,0
GWCA57,1,Jun  8 2020,Hardwood,3,0
GWCA57,1,Jun  8 2020,Hardwood,4,0
GWCA57,1,Jun  8 2020,Total,1,0
GWCA57,1,Jun  8 2020,Total,2,0
GWCA57,1,Jun  8 2020,Total,3,0
GWCA57,1,Jun  8 2020,Total,4,0
GWCA57,1,May 18 2016,Total,1,0
GWCA57,1,May 18 2016,Total,2,0
GWCA57,1,May 18 2016,Total,3,0
GWCA57,1,May 18 2016,Total,4,0
GWCA58,1,Jun  6 2012,Hardwood,1,96
GWCA58,1,Jun  6 2012,Hardwood,2,96
GWCA58,1,Jun  6 2012,Hardwood,3,95
GWCA58,1,Jun  6 2012,Hardwood,4,92
GWCA58,1,Jun  6 2012,Total,1,96
GWCA58,1,Jun  6 2012,Total,2,96
GWCA58,1,Jun  6 2012,Total,3,95
GWCA58,1,Jun  6 2012,Total,4,92
GWCA58,1,Jun 11 2020,Conifer,1,0
GWCA58,1,Jun 11 2020,Conifer,2,0
GWCA58,1,Jun 11 2020,Conifer,3,0
GWCA58,1,Jun 11 2020,Conifer,4,0
GWCA58,1,Jun 11 2020,Hardwood,1,95
GWCA58,1,Jun 11 2020,Hardwood,2,90
GWCA58,1,Jun 11 2020,Hardwood,3,89
GWCA58,1,Jun 11 2020,Hardwood,4,92
GWCA58,1,Jun 11 2020,Total,1,95
GWCA58,1,Jun 11 2020,Total,2,90
GWCA58,1,Jun 11 2020,Total,3,89
GWCA58,1,Jun 11 2020,Total,4,92
GWCA58,1,May 18 2016,Hardwood,1,95
GWCA58,1,May 18 2016,Hardwood,2,56
GWCA58,1,May 18 2016,Hardwood,3,51
GWCA58,1,May 18 2016,Hardwood,4,79
GWCA58,1,May 18 2016,Total,1,95
GWCA58,1,May 18 2016,Total,2,56
GWCA58,1,May 18 2016,Total,3,51
GWCA58,1,May 18 2016,Total,4,79
GWCA58,1,May 29 2008,Hardwood,1,52
GWCA58,1,May 29 2008,Hardwood,2,91
GWCA58,1,May 29 2008,Hardwood,3,74
GWCA58,1,May 29 2008,Hardwood,4,40
GWCA58,1,May 29 2008,Total,1,52
GWCA58,1,May 29 2008,Total,2,91
GWCA58,1,May 29 2008,Total,3,74
GWCA58,1,May 29 2008,Total,4,40
GWCA59,1,Jun  9 2020,Conifer,1,0
GWCA59,1,Jun  9 2020,Conifer,2,0
GWCA59,1,Jun  9 2020,Conifer,3,0
GWCA59,1,Jun  9 2020,Conifer,4,0
GWCA59,1,Jun  9 2020,Hardwood,1,0
GWCA59,1,Jun  9 2020,Hardwood,2,0
GWCA59,1,Jun  9 2020,Hardwood,3,0
GWCA59,1,Jun  9 2020,Hardwood,4,0
GWCA59,1,Jun  9 2020,Total,1,0
GWCA59,1,Jun  9 2020,Total,2,0
GWCA59,1,Jun  9 2020,Total,3,0
GWCA59,1,Jun  9 2020,Total,4,0
GWCA59,1,May 18 2016,Total,1,0
GWCA59,1,May 18 2016,Total,2,0
GWCA59,1,May 18 2016,Total,3,0
GWCA59,1,May 18 2016,Total,4,0
GWCA6,1,Jun  6 2012,Hardwood,1,4
GWCA6,1,Jun  6 2012,Hardwood,2,0
GWCA6,1,Jun  6 2012,Hardwood,3,0
GWCA6,1,Jun  6 2012,Hardwood,4,0
GWCA6,1,Jun  6 2012,Total,1,4
GWCA6,1,Jun  6 2012,Total,2,0
GWCA6,1,Jun  6 2012,Total,3,0
GWCA6,1,Jun  6 2012,Total,4,0
GWCA6,1,Jun 10 2020,Conifer,1,0
GWCA6,1,Jun 10 2020,Conifer,2,0
GWCA6,1,Jun 10 2020,Conifer,3,0
GWCA6,1,Jun 10 2020,Conifer,4,0
GWCA6,1,Jun 10 2020,Hardwood,1,0
GWCA6,1,Jun 10 2020,Hardwood,2,0
GWCA6,1,Jun 10 2020,Hardwood,3,0
GWCA6,1,Jun 10 2020,Hardwood,4,0
GWCA6,1,Jun 10 2020,Total,1,0
GWCA6,1,Jun 10 2020,Total,2,0
GWCA6,1,Jun 10 2020,Total,3,0
GWCA6,1,Jun 10 2020,Total,4,0
GWCA6,1,May 18 2016,Total,1,0
GWCA6,1,May 18 2016,Total,2,0
GWCA6,1,May 18 2016,Total,3,0
GWCA6,1,May 18 2016,Total,4,0
GWCA60,1,Jun  8 2020,Conifer,1,0
GWCA60,1,Jun  8 2020,Conifer,2,0
GWCA60,1,Jun  8 2020,Conifer,3,0
GWCA60,1,Jun  8 2020,Conifer,4,0
GWCA60,1,Jun  8 2020,Hardwood,1,0
GWCA60,1,Jun  8 2020,Hardwood,2,0
GWCA60,1,Jun  8 2020,Hardwood,3,0
GWCA60,1,Jun  8 2020,Hardwood,4,0
GWCA60,1,Jun  8 2020,Total,1,0
GWCA60,1,Jun  8 2020,Total,2,0
GWCA60,1,Jun  8 2020,Total,3,0
GWCA60,1,Jun  8 2020,Total,4,0
GWCA60,1,May 18 2016,Total,1,0
GWCA60,1,May 18 2016,Total,2,0
GWCA60,1,May 18 2016,Total,3,0
GWCA60,1,May 18 2016,Total,4,0
GWCA61,1,Jun  8 2020,Conifer,1,0
GWCA61,1,Jun  8 2020,Conifer,2,0
GWCA61,1,Jun  8 2020,Conifer,3,0
GWCA61,1,Jun  8 2020,Conifer,4,0
GWCA61,1,Jun  8 2020,Hardwood,1,0
GWCA61,1,Jun  8 2020,Hardwood,2,0
GWCA61,1,Jun  8 2020,Hardwood,3,0
GWCA61,1,Jun  8 2020,Hardwood,4,0
GWCA61,1,Jun  8 2020,Total,1,0
GWCA61,1,Jun  8 2020,Total,2,0
GWCA61,1,Jun  8 2020,Total,3,0
GWCA61,1,Jun  8 2020,Total,4,0
GWCA61,1,May 18 2016,Total,1,0
GWCA61,1,May 18 2016,Total,2,0
GWCA61,1,May 18 2016,Total,3,0
GWCA61,1,May 18 2016,Total,4,0
GWCA62,1,Jun  6 2012,Hardwood,1,20
GWCA62,1,Jun  6 2012,Hardwood,2,0
GWCA62,1,Jun  6 2012,Hardwood,3,0
GWCA62,1,Jun  6 2012,Hardwood,4,8
GWCA62,1,Jun  6 2012,Total,1,20
GWCA62,1,Jun  6 2012,Total,2,0
GWCA62,1,Jun  6 2012,Total,3,0
GWCA62,1,Jun  6 2012,Total,4,8
GWCA62,1,Jun 11 2020,Conifer,1,0
GWCA62,1,Jun 11 2020,Conifer,2,0
GWCA62,1,Jun 11 2020,Conifer,3,0
GWCA62,1,Jun 11 2020,Conifer,4,0
GWCA62,1,Jun 11 2020,Hardwood,1,35
GWCA62,1,Jun 11 2020,Hardwood,2,0
GWCA62,1,Jun 11 2020,Hardwood,3,0
GWCA62,1,Jun 11 2020,Hardwood,4,0
GWCA62,1,Jun 11 2020,Total,1,35
GWCA62,1,Jun 11 2020,Total,2,0
GWCA62,1,Jun 11 2020,Total,3,0
GWCA62,1,Jun 11 2020,Total,4,0
GWCA62,1,May 18 2016,Hardwood,1,16
GWCA62,1,May 18 2016,Hardwood,2,4
GWCA62,1,May 18 2016,Hardwood,3,0
GWCA62,1,May 18 2016,Hardwood,4,0
GWCA62,1,May 18 2016,Total,1,16
GWCA62,1,May 18 2016,Total,2,4
GWCA62,1,May 18 2016,Total,3,0
GWCA62,1,May 18 2016,Total,4,0
GWCA62,1,May 29 2008,Hardwood,1,12
GWCA62,1,May 29 2008,Hardwood,3,28
GWCA62,1,May 29 2008,Hardwood,4,8
GWCA62,1,May 29 2008,Total,1,12
GWCA62,1,May 29 2008,Total,3,28
GWCA62,1,May 29 2008,Total,4,8
GWCA63,1,Jun  9 2020,Conifer,1,0
GWCA63,1,Jun  9 2020,Conifer,2,0
GWCA63,1,Jun  9 2020,Conifer,3,0
GWCA63,1,Jun  9 2020,Conifer,4,0
GWCA63,1,Jun  9 2020,Hardwood,1,0
GWCA63,1,Jun  9 2020,Hardwood,2,0
GWCA63,1,Jun  9 2020,Hardwood,3,0
GWCA63,1,Jun  9 2020,Hardwood,4,0
GWCA63,1,Jun  9 2020,Total,1,0
GWCA63,1,Jun  9 2020,Total,2,0
GWCA63,1,Jun  9 2020,Total,3,0
GWCA63,1,Jun  9 2020,Total,4,0
GWCA63,1,May 18 2016,Total,1,0
GWCA63,1,May 18 2016,Total,2,0
GWCA63,1,May 18 2016,Total,3,0
GWCA63,1,May 18 2016,Total,4,0
GWCA64,1,Jun  9 2020,Conifer,1,0
GWCA64,1,Jun  9 2020,Conifer,2,0
GWCA64,1,Jun  9 2020,Conifer,3,0
GWCA64,1,Jun  9 2020,Conifer,4,0
GWCA64,1,Jun  9 2020,Hardwood,1,0
GWCA64,1,Jun  9 2020,Hardwood,2,0
GWCA64,1,Jun  9 2020,Hardwood,3,0
GWCA64,1,Jun  9 2020,Hardwood,4,0
GWCA64,1,Jun  9 2020,Total,1,0
GWCA64,1,Jun  9 2020,Total,2,0
GWCA64,1,Jun  9 2020,Total,3,0
GWCA64,1,Jun  9 2020,Total,4,0
GWCA64,1,May 18 2016,Total,1,0
GWCA64,1,May 18 2016,Total,2,0
GWCA64,1,May 18 2016,Total,3,0
GWCA64,1,May 18 2016,Total,4,0
GWCA65,1,Jun  8 2020,Conifer,1,0
GWCA65,1,Jun  8 2020,Conifer,2,0
GWCA65,1,Jun  8 2020,Conifer,3,0
GWCA65,1,Jun  8 2020,Conifer,4,0
GWCA65,1,Jun  8 2020,Hardwood,1,0
GWCA65,1,Jun  8 2020,Hardwood,2,0
GWCA65,1,Jun  8 2020,Hardwood,3,0
GWCA65,1,Jun  8 2020,Hardwood,4,0
GWCA65,1,Jun  8 2020,Total,1,0
GWCA65,1,Jun  8 2020,Total,2,0
GWCA65,1,Jun  8 2020,Total,3,0
GWCA65,1,Jun  8 2020,Total,4,0
GWCA65,1,May 18 2016,Total,1,0
GWCA65,1,May 18 2016,Total,2,0
GWCA65,1,May 18 2016,Total,3,0
GWCA65,1,May 18 2016,Total,4,0
GWCA66,1,Jun  8 2020,Conifer,1,0
GWCA66,1,Jun  8 2020,Conifer,2,0
GWCA66,1,Jun  8 2020,Conifer,3,0
GWCA66,1,Jun  8 2020,Conifer,4,0
GWCA66,1,Jun  8 2020,Hardwood,1,0
GWCA66,1,Jun  8 2020,Hardwood,2,0
GWCA66,1,Jun  8 2020,Hardwood,3,0
