Plot,SubPlot,EventDate,TaxonCode,CommonName,DBHClass,TreeCount
GWCA29,1,Jun 10 2020,SNAG,snag,8.1 - 15.0 cm,1
GWCA29,1,Jun 10 2020,ULMUS,elm,< 1.0 cm,3
GWCA29,1,Jun 10 2020,ULMUS,elm,1.1 - 2.5 cm,2
GWCA29,1,Jun 10 2020,ULMUS,elm,2.6 - 8.0 cm,3
GWCA29,1,Jun 10 2020,ULMUS,elm,8.1 - 15.0 cm,4
GWCA29,1,Jun 10 2020,ULMUS,elm,23.1 - 38.0 cm,1
GWCA29,1,May 20 2016,JUNI,black walnut,23.1 - 38.0 cm,1
GWCA29,1,May 20 2016,JUVI,eastern redcedar,8.1 - 15.0 cm,1
GWCA29,1,May 20 2016,SNAG,snag,1.1 - 2.5 cm,2
GWCA29,1,May 20 2016,SNAG,snag,8.1 - 15.0 cm,1
GWCA29,1,May 20 2016,ULRU,slippery elm,8.1 - 15.0 cm,2
GWCA29,1,May 20 2016,ULRU,slippery elm,15.1 - 23.0 cm,1
GWCA29,1,May 20 2016,ULRU,slippery elm,23.1 - 38.0 cm,2
GWCA29,1,May 28 2008,JUNI,black walnut,1.1 - 2.5 cm,1
GWCA29,1,May 28 2008,JUNI,black walnut,2.6 - 8.0 cm,4
GWCA29,1,May 28 2008,JUVI,eastern redcedar,1.1 - 2.5 cm,1
GWCA29,1,May 28 2008,PRSE2,black cherry,1.1 - 2.5 cm,1
GWCA29,1,May 28 2008,SNAG,snag,1.1 - 2.5 cm,1
GWCA29,1,May 28 2008,ULAM,American elm,8.1 - 15.0 cm,1
GWCA29,1,May 28 2008,ULRU,slippery elm,1.1 - 2.5 cm,3
GWCA29,1,May 28 2008,ULRU,slippery elm,2.6 - 8.0 cm,4
GWCA30,1,Jun  5 2012,CEOC,common hackberry,1.1 - 2.5 cm,1
GWCA30,1,Jun  5 2012,CEOC,common hackberry,2.6 - 8.0 cm,4
GWCA30,1,Jun  5 2012,CEOC,common hackberry,8.1 - 15.0 cm,1
GWCA30,1,Jun  5 2012,CEOC,common hackberry,15.1 - 23.0 cm,1
GWCA30,1,Jun  5 2012,FRPE,green ash,< 1.0 cm,1
GWCA30,1,Jun  5 2012,FRPE,green ash,8.1 - 15.0 cm,1
GWCA30,1,Jun  5 2012,FRPE,green ash,15.1 - 23.0 cm,1
GWCA30,1,Jun  5 2012,JUNI,black walnut,1.1 - 2.5 cm,1
GWCA30,1,Jun  5 2012,SNAG,snag,2.6 - 8.0 cm,1
GWCA30,1,Jun  5 2012,ULAM,American elm,2.6 - 8.0 cm,5
GWCA30,1,Jun  5 2012,ULAM,American elm,8.1 - 15.0 cm,3
GWCA30,1,Jun  5 2012,ULAM,American elm,15.1 - 23.0 cm,1
GWCA30,1,Jun 10 2020,CELTI,hackberry,< 1.0 cm,1
GWCA30,1,Jun 10 2020,CELTI,hackberry,2.6 - 8.0 cm,2
GWCA30,1,Jun 10 2020,CELTI,hackberry,15.1 - 23.0 cm,1
GWCA30,1,Jun 10 2020,CELTI,hackberry,23.1 - 38.0 cm,1
GWCA30,1,Jun 10 2020,FRAXI,ash,< 1.0 cm,1
GWCA30,1,Jun 10 2020,FRAXI,ash,15.1 - 23.0 cm,1
GWCA30,1,Jun 10 2020,JUGLA,walnuts,23.1 - 38.0 cm,1
GWCA30,1,Jun 10 2020,ULMUS,elm,2.6 - 8.0 cm,2
GWCA30,1,Jun 10 2020,ULMUS,elm,8.1 - 15.0 cm,4
GWCA30,1,Jun 10 2020,ULMUS,elm,15.1 - 23.0 cm,1
GWCA30,1,May 20 2016,CEOC,common hackberry,8.1 - 15.0 cm,1
GWCA30,1,May 20 2016,FRPE,green ash,< 1.0 cm,2
GWCA30,1,May 20 2016,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA30,1,May 20 2016,JUNI,black walnut,23.1 - 38.0 cm,1
GWCA30,1,May 20 2016,JUVI,eastern redcedar,2.6 - 8.0 cm,1
GWCA30,1,May 20 2016,PRSE2,black cherry,< 1.0 cm,1
GWCA30,1,May 20 2016,ULRU,slippery elm,2.6 - 8.0 cm,5
GWCA30,1,May 20 2016,ULRU,slippery elm,8.1 - 15.0 cm,3
GWCA30,1,May 28 2008,CARYA,hickory,15.1 - 23.0 cm,1
GWCA30,1,May 28 2008,CEOC,common hackberry,2.6 - 8.0 cm,5
GWCA30,1,May 28 2008,CEOC,common hackberry,8.1 - 15.0 cm,1
GWCA30,1,May 28 2008,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA30,1,May 28 2008,JUNI,black walnut,23.1 - 38.0 cm,2
GWCA30,1,May 28 2008,ULAM,American elm,2.6 - 8.0 cm,1
GWCA30,1,May 28 2008,ULAM,American elm,8.1 - 15.0 cm,3
GWCA30,1,May 28 2008,ULRU,slippery elm,1.1 - 2.5 cm,1
GWCA30,1,May 28 2008,ULRU,slippery elm,2.6 - 8.0 cm,2
GWCA30,1,May 28 2008,ULRU,slippery elm,8.1 - 15.0 cm,1
GWCA33,1,Jun  6 2012,CEOC,common hackberry,< 1.0 cm,1
GWCA33,1,Jun  6 2012,CEOC,common hackberry,1.1 - 2.5 cm,1
GWCA33,1,Jun  6 2012,CEOC,common hackberry,2.6 - 8.0 cm,4
GWCA33,1,Jun  6 2012,CEOC,common hackberry,8.1 - 15.0 cm,2
GWCA33,1,Jun  6 2012,CEOC,common hackberry,15.1 - 23.0 cm,1
GWCA33,1,Jun  6 2012,CEOC,common hackberry,23.1 - 38.0 cm,1
GWCA33,1,Jun  6 2012,FRPE,green ash,15.1 - 23.0 cm,1
GWCA33,1,Jun  6 2012,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA33,1,Jun  6 2012,ULAM,American elm,2.6 - 8.0 cm,3
GWCA33,1,Jun 11 2020,CELTI,hackberry,1.1 - 2.5 cm,1
GWCA33,1,Jun 11 2020,CELTI,hackberry,8.1 - 15.0 cm,1
GWCA33,1,Jun 11 2020,CELTI,hackberry,15.1 - 23.0 cm,1
GWCA33,1,Jun 11 2020,FRAXI,ash,15.1 - 23.0 cm,1
GWCA33,1,Jun 11 2020,GLEDI,honeylocusts,8.1 - 15.0 cm,1
GWCA33,1,Jun 11 2020,JUGLA,walnuts,8.1 - 15.0 cm,1
GWCA33,1,Jun 11 2020,JUGLA,walnuts,23.1 - 38.0 cm,1
GWCA33,1,Jun 11 2020,ULMUS,elm,8.1 - 15.0 cm,1
GWCA33,1,May 20 2016,CEOC,common hackberry,2.6 - 8.0 cm,3
GWCA33,1,May 20 2016,CEOC,common hackberry,8.1 - 15.0 cm,1
GWCA33,1,May 20 2016,CEOC,common hackberry,15.1 - 23.0 cm,1
GWCA33,1,May 20 2016,SNAG,snag,8.1 - 15.0 cm,1
GWCA33,1,May 20 2016,ULRU,slippery elm,< 1.0 cm,1
GWCA33,1,May 20 2016,ULRU,slippery elm,8.1 - 15.0 cm,1
GWCA33,1,May 29 2008,CEOC,common hackberry,1.1 - 2.5 cm,2
GWCA33,1,May 29 2008,CEOC,common hackberry,2.6 - 8.0 cm,2
GWCA33,1,May 29 2008,CEOC,common hackberry,8.1 - 15.0 cm,2
GWCA33,1,May 29 2008,FRPE,green ash,15.1 - 23.0 cm,1
GWCA33,1,May 29 2008,GLTR,honeylocust,8.1 - 15.0 cm,1
GWCA33,1,May 29 2008,JUNI,black walnut,8.1 - 15.0 cm,2
GWCA33,1,May 29 2008,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA33,1,May 29 2008,JUNI,black walnut,23.1 - 38.0 cm,1
GWCA33,1,May 29 2008,SNAG,snag,1.1 - 2.5 cm,1
GWCA33,1,May 29 2008,ULRU,slippery elm,8.1 - 15.0 cm,1
GWCA34,1,Jun  4 2012,CEOC,common hackberry,< 1.0 cm,1
GWCA34,1,Jun  4 2012,CEOC,common hackberry,2.6 - 8.0 cm,6
GWCA34,1,Jun  4 2012,CEOC,common hackberry,8.1 - 15.0 cm,1
GWCA34,1,Jun  4 2012,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA34,1,Jun  4 2012,SNAG,snag,1.1 - 2.5 cm,2
GWCA34,1,Jun  4 2012,SNAG,snag,2.6 - 8.0 cm,2
GWCA34,1,Jun  4 2012,SNAG,snag,23.1 - 38.0 cm,1
GWCA34,1,Jun  4 2012,ULRU,slippery elm,2.6 - 8.0 cm,2
GWCA34,1,Jun 11 2020,CELTI,hackberry,2.6 - 8.0 cm,2
GWCA34,1,Jun 11 2020,CELTI,hackberry,8.1 - 15.0 cm,2
GWCA34,1,Jun 11 2020,CERCI,redbuds,2.6 - 8.0 cm,1
GWCA34,1,Jun 11 2020,FRAXI,ash,< 1.0 cm,1
GWCA34,1,Jun 11 2020,SNAG,snag,1.1 - 2.5 cm,1
GWCA34,1,Jun 11 2020,ULMUS,elm,1.1 - 2.5 cm,1
GWCA34,1,Jun 11 2020,ULMUS,elm,2.6 - 8.0 cm,2
GWCA34,1,May 20 2016,CEOC,common hackberry,8.1 - 15.0 cm,2
GWCA34,1,May 20 2016,CEOC,common hackberry,15.1 - 23.0 cm,1
GWCA34,1,May 20 2016,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA34,1,May 20 2016,SNAG,snag,2.6 - 8.0 cm,1
GWCA34,1,May 20 2016,ULRU,slippery elm,2.6 - 8.0 cm,2
GWCA34,1,May 20 2016,ULRU,slippery elm,8.1 - 15.0 cm,1
GWCA34,1,May 27 2008,CECA4,eastern redbud,< 1.0 cm,4
GWCA34,1,May 27 2008,CECA4,eastern redbud,23.1 - 38.0 cm,1
GWCA34,1,May 27 2008,CEOC,common hackberry,2.6 - 8.0 cm,1
GWCA34,1,May 27 2008,COFL,flowering dogwood,< 1.0 cm,1
GWCA34,1,May 27 2008,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA34,1,May 27 2008,SNAG,snag,2.6 - 8.0 cm,1
GWCA34,1,May 27 2008,ULRU,slippery elm,1.1 - 2.5 cm,3
GWCA34,1,May 27 2008,ULRU,slippery elm,2.6 - 8.0 cm,8
GWCA34,1,May 27 2008,ULRU,slippery elm,8.1 - 15.0 cm,1
GWCA35,1,Jun  4 2012,CECA4,eastern redbud,< 1.0 cm,2
GWCA35,1,Jun  4 2012,CECA4,eastern redbud,1.1 - 2.5 cm,1
GWCA35,1,Jun  4 2012,CECA4,eastern redbud,2.6 - 8.0 cm,6
GWCA35,1,Jun  4 2012,CEOC,common hackberry,< 1.0 cm,2
GWCA35,1,Jun  4 2012,CEOC,common hackberry,1.1 - 2.5 cm,2
GWCA35,1,Jun  4 2012,JUNI,black walnut,< 1.0 cm,1
GWCA35,1,Jun  4 2012,MORU2,red mulberry,1.1 - 2.5 cm,1
GWCA35,1,Jun 11 2020,CELTI,hackberry,< 1.0 cm,1
GWCA35,1,Jun 11 2020,CELTI,hackberry,1.1 - 2.5 cm,6
GWCA35,1,Jun 11 2020,CELTI,hackberry,2.6 - 8.0 cm,4
GWCA35,1,Jun 11 2020,CERCI,redbuds,2.6 - 8.0 cm,4
GWCA35,1,Jun 11 2020,JUGLA,walnuts,> 38.0 cm,1
GWCA35,1,Jun 11 2020,MORUS,mulberry,2.6 - 8.0 cm,1
GWCA35,1,Jun 11 2020,SNAG,snag,1.1 - 2.5 cm,1
GWCA35,1,Jun 11 2020,ULMUS,elm,1.1 - 2.5 cm,3
GWCA35,1,Jun 11 2020,ULMUS,elm,2.6 - 8.0 cm,2
GWCA35,1,May 20 2016,CECA4,eastern redbud,2.6 - 8.0 cm,5
GWCA35,1,May 20 2016,CEOC,common hackberry,< 1.0 cm,2
GWCA35,1,May 20 2016,CEOC,common hackberry,1.1 - 2.5 cm,3
GWCA35,1,May 20 2016,CEOC,common hackberry,2.6 - 8.0 cm,2
GWCA35,1,May 20 2016,CEOC,common hackberry,23.1 - 38.0 cm,1
GWCA35,1,May 20 2016,FRAM2,white ash,1.1 - 2.5 cm,1
GWCA35,1,May 20 2016,GLTR,honeylocust,2.6 - 8.0 cm,1
GWCA35,1,May 20 2016,JUNI,black walnut,< 1.0 cm,1
GWCA35,1,May 20 2016,JUNI,black walnut,1.1 - 2.5 cm,3
GWCA35,1,May 20 2016,MORU2,red mulberry,2.6 - 8.0 cm,1
GWCA35,1,May 20 2016,ULRU,slippery elm,1.1 - 2.5 cm,3
GWCA35,1,May 27 2008,CECA4,eastern redbud,1.1 - 2.5 cm,3
GWCA35,1,May 27 2008,CECA4,eastern redbud,2.6 - 8.0 cm,5
GWCA35,1,May 27 2008,CEOC,common hackberry,< 1.0 cm,1
GWCA36,1,Jun  6 2012,SNAG,snag,< 1.0 cm,10
GWCA37,1,Jun  6 2012,CEOC,common hackberry,< 1.0 cm,2
GWCA37,1,Jun  6 2012,CEOC,common hackberry,2.6 - 8.0 cm,3
GWCA37,1,Jun  6 2012,CEOC,common hackberry,8.1 - 15.0 cm,3
GWCA37,1,Jun  6 2012,CEOC,common hackberry,15.1 - 23.0 cm,3
GWCA37,1,Jun  6 2012,CEOC,common hackberry,23.1 - 38.0 cm,1
GWCA37,1,Jun  6 2012,JUNI,black walnut,23.1 - 38.0 cm,1
GWCA37,1,Jun  6 2012,JUNI,black walnut,> 38.0 cm,1
GWCA37,1,Jun  6 2012,SNAG,snag,23.1 - 38.0 cm,1
GWCA37,1,Jun  6 2012,ULAM,American elm,2.6 - 8.0 cm,2
GWCA37,1,Jun 11 2020,CELTI,hackberry,< 1.0 cm,1
GWCA37,1,Jun 11 2020,CELTI,hackberry,1.1 - 2.5 cm,1
GWCA37,1,Jun 11 2020,CELTI,hackberry,8.1 - 15.0 cm,2
GWCA37,1,Jun 11 2020,CELTI,hackberry,15.1 - 23.0 cm,3
GWCA37,1,Jun 11 2020,CELTI,hackberry,23.1 - 38.0 cm,1
GWCA37,1,Jun 11 2020,JUGLA,walnuts,15.1 - 23.0 cm,1
GWCA37,1,Jun 11 2020,SNAG,snag,< 1.0 cm,1
GWCA37,1,Jun 11 2020,SNAG,snag,23.1 - 38.0 cm,1
GWCA37,1,Jun 11 2020,ULMUS,elm,2.6 - 8.0 cm,2
GWCA37,1,May 20 2016,CEOC,common hackberry,2.6 - 8.0 cm,1
GWCA37,1,May 20 2016,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA37,1,May 20 2016,JUNI,black walnut,> 38.0 cm,1
GWCA37,1,May 20 2016,SNAG,snag,15.1 - 23.0 cm,1
GWCA37,1,May 20 2016,ULRU,slippery elm,2.6 - 8.0 cm,1
GWCA37,1,May 29 2008,CEOC,common hackberry,< 1.0 cm,1
GWCA37,1,May 29 2008,CEOC,common hackberry,1.1 - 2.5 cm,1
GWCA37,1,May 29 2008,CEOC,common hackberry,8.1 - 15.0 cm,1
GWCA37,1,May 29 2008,CEOC,common hackberry,15.1 - 23.0 cm,2
GWCA37,1,May 29 2008,JUNI,black walnut,15.1 - 23.0 cm,1
GWCA37,1,May 29 2008,JUNI,black walnut,23.1 - 38.0 cm,1
GWCA38,1,Jun  4 2012,QURU,northern red oak,8.1 - 15.0 cm,1
GWCA38,1,May 20 2016,QURU,northern red oak,15.1 - 23.0 cm,1
GWCA38,1,May 27 2008,QURU,northern red oak,2.6 - 8.0 cm,1
GWCA40,1,Jun  4 2012,CEOC,common hackberry,> 38.0 cm,1
GWCA40,1,Jun 11 2020,CELTI,hackberry,> 38.0 cm,1
GWCA40,1,May 27 2008,CEOC,common hackberry,> 38.0 cm,1
GWCA53,1,Jun  6 2012,CEOC,common hackberry,15.1 - 23.0 cm,1
GWCA53,1,Jun  6 2012,GLTR,honeylocust,< 1.0 cm,11
GWCA53,1,Jun  6 2012,MAPO,osage orange,2.6 - 8.0 cm,7
GWCA53,1,Jun  6 2012,MAPO,osage orange,8.1 - 15.0 cm,2
GWCA53,1,Jun  6 2012,MAPO,osage orange,15.1 - 23.0 cm,5
GWCA53,1,Jun  6 2012,SNAG,snag,2.6 - 8.0 cm,1
GWCA53,1,Jun 11 2020,CELTI,hackberry,15.1 - 23.0 cm,1
GWCA53,1,Jun 11 2020,JUNIP,juniper,2.6 - 8.0 cm,1
GWCA53,1,Jun 11 2020,MAPO,osage orange,2.6 - 8.0 cm,3
GWCA53,1,Jun 11 2020,MAPO,osage orange,8.1 - 15.0 cm,1
GWCA53,1,Jun 11 2020,MAPO,osage orange,15.1 - 23.0 cm,2
GWCA53,1,Jun 11 2020,MAPO,osage orange,23.1 - 38.0 cm,3
GWCA53,1,Jun 11 2020,SILA20,gum bully,2.6 - 8.0 cm,1
GWCA53,1,Jun 11 2020,SNAG,snag,2.6 - 8.0 cm,1
GWCA53,1,May 18 2016,MAPO,osage orange,2.6 - 8.0 cm,5
GWCA53,1,May 18 2016,MAPO,osage orange,8.1 - 15.0 cm,2
GWCA53,1,May 18 2016,MAPO,osage orange,15.1 - 23.0 cm,2
GWCA53,1,May 18 2016,MAPO,osage orange,23.1 - 38.0 cm,1
GWCA53,1,May 18 2016,SNAG,snag,8.1 - 15.0 cm,1
GWCA53,1,May 29 2008,GLTR,honeylocust,8.1 - 15.0 cm,1
GWCA53,1,May 29 2008,GLTR,honeylocust,23.1 - 38.0 cm,1
GWCA53,1,May 29 2008,MAPO,osage orange,1.1 - 2.5 cm,1
GWCA53,1,May 29 2008,MAPO,osage orange,2.6 - 8.0 cm,5
GWCA53,1,May 29 2008,MAPO,osage orange,8.1 - 15.0 cm,2
GWCA53,1,May 29 2008,MAPO,osage orange,15.1 - 23.0 cm,2
GWCA53,1,May 29 2008,MAPO,osage orange,23.1 - 38.0 cm,2
GWCA53,1,May 29 2008,SNAG,snag,2.6 - 8.0 cm,3
GWCA53,1,May 29 2008,ULRU,slippery elm,< 1.0 cm,1
GWCA55,1,May 27 2008,GLTR,honeylocust,8.1 - 15.0 cm,5
GWCA55,1,May 27 2008,MAPO,osage orange,8.1 - 15.0 cm,1
GWCA58,1,Jun  6 2012,CEOC,common hackberry,> 38.0 cm,1
GWCA58,1,Jun  6 2012,MAPO,osage orange,2.6 - 8.0 cm,2
GWCA58,1,Jun 11 2020,CELTI,hackberry,1.1 - 2.5 cm,2
GWCA58,1,Jun 11 2020,CELTI,hackberry,> 38.0 cm,1
GWCA58,1,Jun 11 2020,MAPO,osage orange,2.6 - 8.0 cm,3
GWCA58,1,Jun 11 2020,MAPO,osage orange,8.1 - 15.0 cm,2
GWCA58,1,May 18 2016,GLTR,honeylocust,2.6 - 8.0 cm,2
GWCA58,1,May 29 2008,CEOC,common hackberry,> 38.0 cm,1
GWCA58,1,May 29 2008,MAPO,osage orange,1.1 - 2.5 cm,2
GWCA61,1,May 18 2016,PRAM,American plum,< 1.0 cm,29
GWCA67,1,Jun  4 2012,FRPE,green ash,8.1 - 15.0 cm,1
GWCA67,1,Jun  4 2012,JUNI,black walnut,2.6 - 8.0 cm,1
GWCA67,1,Jun  4 2012,SALIX,willow,8.1 - 15.0 cm,1
GWCA67,1,Jun  4 2012,SALIX,willow,15.1 - 23.0 cm,2
GWCA67,1,Jun  4 2012,SNAG,snag,1.1 - 2.5 cm,2
GWCA67,1,Jun  4 2012,SNAG,snag,8.1 - 15.0 cm,1
GWCA67,1,Jun  4 2012,ULRU,slippery elm,2.6 - 8.0 cm,1
GWCA67,1,Jun 11 2020,JUGLA,walnuts,1.1 - 2.5 cm,1
GWCA67,1,Jun 11 2020,MORUS,mulberry,2.6 - 8.0 cm,1
GWCA67,1,Jun 11 2020,MORUS,mulberry,8.1 - 15.0 cm,1
GWCA67,1,Jun 11 2020,ROBIN,locusts,2.6 - 8.0 cm,1
GWCA67,1,Jun 11 2020,ROBIN,locusts,8.1 - 15.0 cm,1
GWCA67,1,Jun 11 2020,ULMUS,elm,8.1 - 15.0 cm,1
GWCA67,1,Jun 11 2020,ULMUS,elm,15.1 - 23.0 cm,1
GWCA67,1,May 18 2016,GLTR,honeylocust,2.6 - 8.0 cm,1
GWCA67,1,May 18 2016,MORU2,red mulberry,2.6 - 8.0 cm,1
GWCA67,1,May 18 2016,SNAG,snag,15.1 - 23.0 cm,1
GWCA67,1,May 18 2016,ULAM,American elm,8.1 - 15.0 cm,1
GWCA67,1,May 27 2008,FRPE,green ash,15.1 - 23.0 cm,1
GWCA67,1,May 27 2008,JUNI,black walnut,1.1 - 2.5 cm,1
GWCA67,1,May 27 2008,PRUNU,plum,< 1.0 cm,2
GWCA67,1,May 27 2008,PRUNU,plum,2.6 - 8.0 cm,1
GWCA67,1,May 27 2008,ULRU,slippery elm,1.1 - 2.5 cm,1
GWCA67,1,May 27 2008,ULRU,slippery elm,2.6 - 8.0 cm,1
GWCA69,1,May 18 2016,FRPE,green ash,< 1.0 cm,112
HEHO1,3,Jun  4 2006,PRSE2,black cherry,< 1.0 cm,1
HEHO13,1,May 27 2022,MALUS,apple,1.1 - 2.5 cm,1
HEHO2,1,May 28 2013,CORNU,dogwood,< 1.0 cm,4
HEHO2,2,Jun  4 2006,PRSE2,black cherry,< 1.0 cm,7
HEHO2,2,Jun  4 2006,PRSE2,black cherry,1.1 - 2.5 cm,3
HEHO28,0,May 22 2017,PRSE2,black cherry,< 1.0 cm,1
HEHO28,1,May 27 2022,PRSE2,black cherry,2.6 - 8.0 cm,1
HEHO29,0,May 23 2017,FRPE,green ash,1.1 - 2.5 cm,1
HEHO29,0,May 23 2017,MOAL,white mulberry,< 1.0 cm,1
HEHO29,0,May 23 2017,MOAL,white mulberry,1.1 - 2.5 cm,1
HEHO29,1,May 27 2009,ACRU,red maple,2.6 - 8.0 cm,1
HEHO29,1,May 27 2022,AESCU,Buckeye,< 1.0 cm,1
HEHO29,1,May 27 2022,AESCU,Buckeye,1.1 - 2.5 cm,2
HEHO29,1,May 27 2022,FRAXI,ash,1.1 - 2.5 cm,1
HEHO29,1,May 27 2022,FRAXI,ash,2.6 - 8.0 cm,1
HEHO29,1,May 27 2022,JUGLA,walnuts,1.1 - 2.5 cm,1
HEHO29,1,May 27 2022,JUGLA,walnuts,2.6 - 8.0 cm,4
HEHO29,1,May 27 2022,MORUS,mulberry,< 1.0 cm,2
HEHO29,1,May 27 2022,MORUS,mulberry,1.1 - 2.5 cm,2
HEHO29,1,May 27 2022,MORUS,mulberry,2.6 - 8.0 cm,5
HEHO3,1,May 28 2013,ELUM,autumn olive,< 1.0 cm,5
HEHO30,0,May 23 2017,PLOC,American sycamore,> 38.0 cm,1
HEHO30,1,May 27 2009,PLOC,American sycamore,> 38.0 cm,1
HEHO30,1,May 27 2022,PLATA,sycamores,> 38.0 cm,1
HEHO31,1,May 27 2009,PINUS,Pine,> 38.0 cm,1
HEHO32,0,May 23 2017,ROPS,black locust,> 38.0 cm,1
HEHO32,1,May 27 2009,ROPS,black locust,> 38.0 cm,1
HEHO32,1,May 27 2022,ROBIN,locusts,> 38.0 cm,1
HEHO34,0,May 23 2017,PRAM,American plum,< 1.0 cm,1
HEHO34,0,May 23 2017,PRAM,American plum,1.1 - 2.5 cm,2
HEHO37,0,May 23 2017,PIGL,Black Hills Spruce,8.1 - 15.0 cm,1
HEHO37,1,May 27 2009,PSME,Douglas Fir,2.6 - 8.0 cm,4
HEHO37,1,May 27 2022,PIGL,Black Hills Spruce,< 1.0 cm,1
HEHO38,1,May 27 2009,QURU,northern red oak,> 38.0 cm,1
HEHO38,1,May 27 2022,PRUNU,plum,< 1.0 cm,2
HEHO38,1,May 27 2022,QUERC,oak,> 38.0 cm,1
HEHO4,2,Jun  4 2005,TIAM,American basswood,> 38.0 cm,1
HEHO4,2,Jun  4 2006,TIAM,American basswood,> 38.0 cm,1
HEHO7,0,May 22 2017,ELUM,autumn olive,< 1.0 cm,3
HOCU1,1,Jun  2 2005,ACSA3,sugar maple,< 1.0 cm,33
HOCU1,1,Jun  2 2005,ACSA3,sugar maple,1.1 - 2.5 cm,29
HOCU1,1,Jun  2 2005,ACSA3,sugar maple,2.6 - 8.0 cm,9
HOCU1,1,Jun  2 2005,ACSA3,sugar maple,8.1 - 15.0 cm,1
HOCU1,1,Jun  2 2005,ACSA3,sugar maple,15.1 - 23.0 cm,1
HOCU1,1,Jun  2 2005,SNAG,snag,< 1.0 cm,2
HOCU1,1,Jun  2 2005,SNAG,snag,1.1 - 2.5 cm,5
HOCU1,1,Jun  2 2005,SNAG,snag,2.6 - 8.0 cm,2
HOCU1,1,Jun  2 2005,TIAM,American basswood,2.6 - 8.0 cm,1
HOCU1,1,Jun  2 2005,TIAM,American basswood,8.1 - 15.0 cm,6
HOCU1,1,Jun  2 2005,TIAM,American basswood,15.1 - 23.0 cm,1
HOCU1,1,Jun 12 2007,ACSA2,silver maple,< 1.0 cm,3
HOCU1,1,Jun 12 2007,ACSA2,silver maple,1.1 - 2.5 cm,1
HOCU1,1,Jun 12 2007,JUNI,black walnut,8.1 - 15.0 cm,1
HOCU1,1,Jun 12 2007,LOTA,Tatarian honeysuckle,1.1 - 2.5 cm,1
HOCU1,1,Jun 12 2007,LOTA,Tatarian honeysuckle,2.6 - 8.0 cm,1
HOCU1,1,May 14 2019,ACER,maple spp,1.1 - 2.5 cm,1
HOCU1,1,May 14 2019,ACER,maple spp,2.6 - 8.0 cm,9
HOCU1,1,May 14 2019,CARYA,hickory,2.6 - 8.0 cm,1
HOCU1,1,May 14 2019,CELTI,hackberry,2.6 - 8.0 cm,2
HOCU1,1,May 14 2019,FRAXI,ash,< 1.0 cm,1
HOCU1,1,May 14 2019,FRAXI,ash,2.6 - 8.0 cm,3
HOCU1,1,May 14 2019,FRAXI,ash,8.1 - 15.0 cm,1
HOCU1,1,May 14 2019,SNAG,snag,< 1.0 cm,1
HOCU1,1,May 14 2019,SNAG,snag,1.1 - 2.5 cm,4
HOCU1,1,May 14 2019,SNAG,snag,2.6 - 8.0 cm,2
HOCU1,1,May 31 2006,ACSA3,sugar maple,< 1.0 cm,8
HOCU1,1,May 31 2006,ACSA3,sugar maple,1.1 - 2.5 cm,13
HOCU1,1,May 31 2006,ACSA3,sugar maple,2.6 - 8.0 cm,8
HOCU1,1,May 31 2006,ACSA3,sugar maple,> 38.0 cm,1
HOCU1,1,May 31 2006,FRAM2,white ash,2.6 - 8.0 cm,1
HOCU1,1,May 31 2006,MOAL,white mulberry,2.6 - 8.0 cm,1
HOCU1,1,May 31 2006,MOAL,white mulberry,8.1 - 15.0 cm,1
HOCU1,1,May 31 2006,SNAG,snag,< 1.0 cm,3
HOCU1,1,May 31 2006,SNAG,snag,1.1 - 2.5 cm,8
HOCU1,2,Jun  2 2005,ACSA3,sugar maple,1.1 - 2.5 cm,1
HOCU1,2,Jun  2 2005,AIAL,tree of heaven,2.6 - 8.0 cm,1
HOCU1,2,Jun  2 2005,CAIL2,pecan,1.1 - 2.5 cm,1
HOCU1,2,Jun  2 2005,CAIL2,pecan,2.6 - 8.0 cm,2
HOCU1,2,Jun  2 2005,CEOC,common hackberry,2.6 - 8.0 cm,3
HOCU1,2,Jun  2 2005,CEOC,common hackberry,8.1 - 15.0 cm,4
HOCU1,2,Jun  2 2005,CEOC,common hackberry,15.1 - 23.0 cm,1
HOCU1,2,Jun  2 2005,LONIC,honeysuckle,< 1.0 cm,1
HOCU1,2,Jun  2 2005,MOAL,white mulberry,2.6 - 8.0 cm,2
HOCU1,2,Jun  2 2005,PRSE2,black cherry,2.6 - 8.0 cm,2
HOCU1,2,May 31 2006,ACSA2,silver maple,8.1 - 15.0 cm,1
HOCU1,2,May 31 2006,CAIL2,pecan,23.1 - 38.0 cm,1
HOCU1,2,May 31 2006,CEOC,common hackberry,8.1 - 15.0 cm,1
HOCU1,2,May 31 2006,JUNI,black walnut,> 38.0 cm,1
HOCU1,2,May 31 2006,MOAL,white mulberry,8.1 - 15.0 cm,1
HOCU1,4,Jun  2 2005,ACSA3,sugar maple,< 1.0 cm,17
HOCU1,4,Jun  2 2005,ACSA3,sugar maple,1.1 - 2.5 cm,34
