Plot,SubPlot,EventDate,Height,Vegetation,Count
HEHO7,2,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO7,2,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO7,3,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO7,3,Jun  4 2006,0 - 1 m,Deciduous,1
HEHO7,3,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO7,3,Jun  4 2006,1 - 2 m,Deciduous,1
HEHO7,4,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO7,4,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO7,4,Jun  4 2006,1 - 2 m,Deciduous,1
HEHO8,0,May 22 2017,0 - 1 m,Herbaceous,4
HEHO8,0,May 22 2017,1 - 2 m,Herbaceous,1
HEHO8,1,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO8,1,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO8,1,May 27 2009,0 - 1 m,Herbaceous,4
HEHO8,1,May 27 2022,0 - 1 m,Herbaceous,4
HEHO8,1,May 28 2013,0 - 1 m,Herbaceous,4
HEHO8,2,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO8,2,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO8,3,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO8,3,Jun  4 2006,0 - 1 m,Deciduous,1
HEHO8,3,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO8,4,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO8,4,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO9,0,May 22 2017,0 - 1 m,Deciduous,1
HEHO9,0,May 22 2017,0 - 1 m,Herbaceous,4
HEHO9,1,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO9,1,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO9,1,May 27 2022,0 - 1 m,Herbaceous,2
HEHO9,1,May 28 2009,0 - 1 m,Herbaceous,4
HEHO9,1,May 28 2013,0 - 1 m,Herbaceous,4
HEHO9,2,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO9,2,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO9,3,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO9,3,Jun  4 2006,0 - 1 m,Herbaceous,4
HEHO9,4,Jun  4 2005,0 - 1 m,Herbaceous,4
HEHO9,4,Jun  4 2006,0 - 1 m,Herbaceous,4
HOCU1,1,Jun  2 2005,0 - 1 m,Deciduous,4
HOCU1,1,Jun  2 2005,1 - 2 m,Deciduous,1
HOCU1,1,Jun  2 2005,3 - 4 m,Deciduous,2
HOCU1,1,Jun  2 2005,4 - 5 m,Deciduous,2
HOCU1,1,Jun  2 2005,6 - 7 m,Deciduous,1
HOCU1,1,Jun  2 2005,7 - 7.5 m,Deciduous,1
HOCU1,1,Jun 12 2007,0 - 1 m,Herbaceous,4
HOCU1,1,Jun 12 2007,1 - 2 m,Herbaceous,1
HOCU1,1,Jun 12 2007,3 - 4 m,Deciduous,2
HOCU1,1,Jun 12 2007,4 - 5 m,Deciduous,1
HOCU1,1,Jun 12 2007,5 - 6 m,Deciduous,1
HOCU1,1,Jun 12 2007,6 - 7 m,Deciduous,1
HOCU1,1,Jun 12 2007,7 - 7.5 m,Deciduous,2
HOCU1,1,May 12 2015,0 - 1 m,Herbaceous,4
HOCU1,1,May 14 2019,0 - 1 m,Deciduous,3
HOCU1,1,May 14 2019,0 - 1 m,Herbaceous,2
HOCU1,1,May 14 2019,2 - 3 m,Deciduous,1
HOCU1,1,May 14 2019,3 - 4 m,Deciduous,2
HOCU1,1,May 14 2019,4 - 5 m,Deciduous,2
HOCU1,1,May 14 2019,5 - 6 m,Deciduous,1
HOCU1,1,May 14 2019,6 - 7 m,Deciduous,2
HOCU1,1,May 14 2019,7 - 7.5 m,Deciduous,1
HOCU1,1,May 22 2011,0 - 1 m,Herbaceous,4
HOCU1,1,May 31 2006,0 - 1 m,Deciduous,3
HOCU1,1,May 31 2006,2 - 3 m,Deciduous,2
HOCU1,1,May 31 2006,3 - 4 m,Deciduous,2
HOCU1,1,May 31 2006,4 - 5 m,Deciduous,1
HOCU1,2,Jun  2 2005,0 - 1 m,Herbaceous,4
HOCU1,2,Jun  2 2005,1 - 2 m,Deciduous,1
HOCU1,2,Jun  2 2005,3 - 4 m,Deciduous,1
HOCU1,2,Jun  2 2005,4 - 5 m,Deciduous,3
HOCU1,2,Jun  2 2005,5 - 6 m,Deciduous,3
HOCU1,2,Jun  2 2005,6 - 7 m,Deciduous,2
HOCU1,2,Jun  2 2005,7 - 7.5 m,Deciduous,2
HOCU1,2,May 31 2006,0 - 1 m,Herbaceous,4
HOCU1,2,May 31 2006,1 - 2 m,Deciduous,1
HOCU1,2,May 31 2006,1 - 2 m,Herbaceous,1
HOCU1,2,May 31 2006,4 - 5 m,Deciduous,1
HOCU1,2,May 31 2006,5 - 6 m,Deciduous,1
HOCU1,4,Jun  2 2005,0 - 1 m,Deciduous,4
HOCU1,4,Jun  2 2005,1 - 2 m,Deciduous,1
HOCU1,4,Jun  2 2005,2 - 3 m,Deciduous,3
HOCU1,4,Jun  2 2005,3 - 4 m,Deciduous,4
HOCU1,4,Jun  2 2005,4 - 5 m,Deciduous,4
HOCU1,4,Jun  2 2005,5 - 6 m,Deciduous,2
HOCU1,4,May 31 2006,0 - 1 m,Deciduous,1
HOCU1,4,May 31 2006,0 - 1 m,Herbaceous,3
HOCU1,4,May 31 2006,1 - 2 m,Herbaceous,1
HOCU1,4,May 31 2006,2 - 3 m,Deciduous,2
HOCU1,4,May 31 2006,3 - 4 m,Deciduous,3
HOCU1,4,May 31 2006,4 - 5 m,Deciduous,1
HOCU10,1,Jun  2 2006,0 - 1 m,Herbaceous,4
HOCU10,1,Jun  3 2005,0 - 1 m,Herbaceous,3
HOCU10,1,Jun 12 2007,0 - 1 m,Herbaceous,4
HOCU10,1,May 12 2015,0 - 1 m,Herbaceous,2
HOCU10,1,May 15 2019,0 - 1 m,Herbaceous,4
HOCU10,1,May 22 2011,0 - 1 m,Herbaceous,1
HOCU10,2,Jun  2 2006,0 - 1 m,Herbaceous,4
HOCU10,2,Jun  3 2005,0 - 1 m,Herbaceous,4
HOCU10,3,Jun  2 2006,0 - 1 m,Herbaceous,4
HOCU10,3,Jun  3 2005,0 - 1 m,Herbaceous,4
HOCU10,4,Jun  2 2006,0 - 1 m,Herbaceous,4
HOCU10,4,Jun  3 2005,0 - 1 m,Herbaceous,3
HOCU10,4,Jun  3 2005,3 - 4 m,Deciduous,1
HOCU11,1,Jun  3 2005,0 - 1 m,Deciduous,1
HOCU11,1,Jun  3 2005,0 - 1 m,Herbaceous,4
HOCU11,1,Jun  3 2005,1 - 2 m,Deciduous,1
HOCU11,1,Jun  3 2005,3 - 4 m,Deciduous,2
HOCU11,1,Jun  3 2005,4 - 5 m,Deciduous,2
HOCU11,1,Jun  3 2005,5 - 6 m,Deciduous,3
HOCU11,1,Jun 12 2007,0 - 1 m,Herbaceous,4
HOCU11,1,Jun 12 2007,2 - 3 m,Deciduous,2
HOCU11,1,Jun 12 2007,3 - 4 m,Deciduous,1
HOCU11,1,Jun 12 2007,4 - 5 m,Deciduous,1
HOCU11,1,Jun 12 2007,7 - 7.5 m,Deciduous,4
HOCU11,1,May 12 2015,0 - 1 m,Herbaceous,4
HOCU11,1,May 12 2015,1 - 2 m,Deciduous,1
HOCU11,1,May 12 2015,3 - 4 m,Deciduous,2
HOCU11,1,May 12 2015,5 - 6 m,Deciduous,1
HOCU11,1,May 15 2019,0 - 1 m,Deciduous,1
HOCU11,1,May 15 2019,0 - 1 m,Herbaceous,4
HOCU11,1,May 15 2019,1 - 2 m,Deciduous,3
HOCU11,1,May 15 2019,2 - 3 m,Deciduous,2
HOCU11,1,May 15 2019,4 - 5 m,Deciduous,1
HOCU11,1,May 22 2011,0 - 1 m,Herbaceous,4
HOCU11,1,May 22 2011,1 - 2 m,Deciduous,1
HOCU11,1,May 22 2011,2 - 3 m,Deciduous,2
HOCU11,1,May 22 2011,3 - 4 m,Deciduous,1
HOCU11,1,May 31 2006,0 - 1 m,Herbaceous,4
HOCU11,1,May 31 2006,2 - 3 m,Deciduous,1
HOCU11,1,May 31 2006,3 - 4 m,Deciduous,1
HOCU11,1,May 31 2006,4 - 5 m,Deciduous,2
HOCU11,2,Jun  3 2005,0 - 1 m,Herbaceous,4
HOCU11,2,Jun  3 2005,1 - 2 m,Deciduous,2
HOCU11,2,Jun  3 2005,2 - 3 m,Deciduous,3
HOCU11,2,Jun  3 2005,3 - 4 m,Deciduous,3
HOCU11,2,Jun  3 2005,4 - 5 m,Deciduous,3
HOCU11,2,Jun  3 2005,5 - 6 m,Deciduous,3
HOCU11,2,Jun  3 2005,6 - 7 m,Deciduous,2
HOCU11,2,Jun  3 2005,7 - 7.5 m,Deciduous,1
HOCU11,2,May 31 2006,0 - 1 m,Herbaceous,4
HOCU11,2,May 31 2006,1 - 2 m,Herbaceous,1
HOCU11,2,May 31 2006,2 - 3 m,Deciduous,2
HOCU11,2,May 31 2006,3 - 4 m,Deciduous,1
HOCU11,2,May 31 2006,4 - 5 m,Deciduous,2
HOCU11,2,May 31 2006,5 - 6 m,Deciduous,1
HOCU11,2,May 31 2006,6 - 7 m,Deciduous,1
HOCU11,2,May 31 2006,7 - 7.5 m,Deciduous,1
HOCU11,3,Jun  3 2005,0 - 1 m,Deciduous,1
HOCU11,3,Jun  3 2005,0 - 1 m,Herbaceous,4
HOCU11,3,May 31 2006,0 - 1 m,Herbaceous,4
HOCU11,3,May 31 2006,2 - 3 m,Deciduous,2
HOCU11,3,May 31 2006,3 - 4 m,Deciduous,3
HOCU11,3,May 31 2006,4 - 5 m,Deciduous,1
HOCU11,4,Jun  3 2005,0 - 1 m,Herbaceous,4
HOCU11,4,Jun  3 2005,1 - 2 m,Deciduous,1
HOCU11,4,Jun  3 2005,2 - 3 m,Deciduous,1
HOCU11,4,Jun  3 2005,3 - 4 m,Deciduous,1
HOCU11,4,Jun  3 2005,4 - 5 m,Deciduous,2
HOCU11,4,Jun  3 2005,5 - 6 m,Deciduous,2
HOCU11,4,May 31 2006,0 - 1 m,Herbaceous,3
HOCU11,4,May 31 2006,1 - 2 m,Deciduous,1
HOCU11,4,May 31 2006,2 - 3 m,Deciduous,1
HOCU11,4,May 31 2006,4 - 5 m,Deciduous,3
HOCU11,4,May 31 2006,5 - 6 m,Deciduous,2
HOCU11,4,May 31 2006,6 - 7 m,Deciduous,3
HOCU12,1,Jun  1 2005,0 - 1 m,Deciduous,1
HOCU12,1,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU12,1,Jun  1 2005,1 - 2 m,Deciduous,1
HOCU12,1,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU12,1,Jun 13 2007,0 - 1 m,Deciduous,1
HOCU12,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU12,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU12,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU12,1,May 23 2011,0 - 1 m,Herbaceous,4
HOCU12,1,May 23 2011,1 - 2 m,Herbaceous,1
HOCU12,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU12,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU12,2,Jun  1 2006,7 - 7.5 m,Deciduous,1
HOCU12,3,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU12,3,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU12,4,Jun  1 2005,0 - 1 m,Deciduous,1
HOCU12,4,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU12,4,Jun  1 2005,1 - 2 m,Herbaceous,2
HOCU12,4,Jun  1 2006,0 - 1 m,Deciduous,2
HOCU12,4,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU12,4,Jun  1 2006,1 - 2 m,Herbaceous,1
HOCU13,1,Jun  1 2005,0 - 1 m,Deciduous,3
HOCU13,1,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU13,1,Jun  1 2005,1 - 2 m,Deciduous,2
HOCU13,1,Jun  1 2005,2 - 3 m,Deciduous,2
HOCU13,1,Jun  1 2005,3 - 4 m,Deciduous,1
HOCU13,1,Jun  1 2006,0 - 1 m,Deciduous,1
HOCU13,1,Jun  1 2006,0 - 1 m,Herbaceous,3
HOCU13,1,Jun  1 2006,1 - 2 m,Deciduous,1
HOCU13,1,Jun  1 2006,2 - 3 m,Deciduous,4
HOCU13,1,Jun  1 2006,3 - 4 m,Deciduous,2
HOCU13,1,Jun  1 2006,4 - 5 m,Deciduous,2
HOCU13,1,Jun  1 2006,5 - 6 m,Deciduous,1
HOCU13,1,Jun  1 2006,6 - 7 m,Deciduous,1
HOCU13,1,Jun  1 2006,7 - 7.5 m,Deciduous,1
HOCU13,1,Jun 13 2007,0 - 1 m,Deciduous,2
HOCU13,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU13,1,Jun 13 2007,1 - 2 m,Deciduous,3
HOCU13,1,Jun 13 2007,2 - 3 m,Deciduous,4
HOCU13,1,Jun 13 2007,3 - 4 m,Deciduous,4
HOCU13,1,Jun 13 2007,4 - 5 m,Deciduous,2
HOCU13,1,Jun 13 2007,5 - 6 m,Deciduous,2
HOCU13,1,Jun 13 2007,6 - 7 m,Deciduous,2
HOCU13,1,Jun 13 2007,7 - 7.5 m,Deciduous,1
HOCU13,1,May 13 2015,0 - 1 m,Deciduous,1
HOCU13,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU13,1,May 13 2015,1 - 2 m,Deciduous,2
HOCU13,1,May 13 2015,2 - 3 m,Deciduous,2
HOCU13,1,May 13 2015,3 - 4 m,Deciduous,1
HOCU13,1,May 13 2015,5 - 6 m,Deciduous,1
HOCU13,1,May 13 2015,6 - 7 m,Deciduous,1
HOCU13,1,May 14 2019,0 - 1 m,Deciduous,1
HOCU13,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU13,1,May 14 2019,1 - 2 m,Deciduous,1
HOCU13,1,May 14 2019,2 - 3 m,Deciduous,2
HOCU13,1,May 14 2019,5 - 6 m,Deciduous,2
HOCU13,1,May 14 2019,7 - 7.5 m,Deciduous,1
HOCU13,1,May 23 2011,0 - 1 m,Herbaceous,4
HOCU13,1,May 23 2011,2 - 3 m,Deciduous,4
HOCU13,1,May 23 2011,3 - 4 m,Deciduous,4
HOCU13,1,May 23 2011,4 - 5 m,Deciduous,4
HOCU13,1,May 23 2011,5 - 6 m,Deciduous,4
HOCU13,2,Jun  1 2005,0 - 1 m,Deciduous,2
HOCU13,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU13,2,Jun  1 2006,0 - 1 m,Deciduous,1
HOCU13,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU13,3,Jun  1 2005,0 - 1 m,Deciduous,1
HOCU13,3,Jun  1 2005,0 - 1 m,Herbaceous,3
HOCU13,3,Jun  1 2005,1 - 2 m,Deciduous,2
HOCU13,3,Jun  1 2005,2 - 3 m,Deciduous,1
HOCU13,3,Jun  1 2005,4 - 5 m,Deciduous,2
HOCU13,3,Jun  1 2005,5 - 6 m,Deciduous,1
HOCU13,3,Jun  1 2005,7 - 7.5 m,Deciduous,1
HOCU13,3,Jun  1 2006,0 - 1 m,Deciduous,3
HOCU13,3,Jun  1 2006,0 - 1 m,Herbaceous,3
HOCU13,3,Jun  1 2006,1 - 2 m,Deciduous,2
HOCU13,3,Jun  1 2006,2 - 3 m,Deciduous,2
HOCU13,3,Jun  1 2006,3 - 4 m,Deciduous,2
HOCU13,3,Jun  1 2006,4 - 5 m,Deciduous,2
HOCU13,4,Jun  1 2005,0 - 1 m,Deciduous,1
HOCU13,4,Jun  1 2005,0 - 1 m,Herbaceous,3
HOCU13,4,Jun  1 2005,1 - 2 m,Deciduous,3
HOCU13,4,Jun  1 2005,4 - 5 m,Deciduous,1
HOCU13,4,Jun  1 2005,5 - 6 m,Deciduous,1
HOCU13,4,Jun  1 2005,6 - 7 m,Deciduous,1
HOCU13,4,Jun  1 2006,0 - 1 m,Deciduous,2
HOCU13,4,Jun  1 2006,0 - 1 m,Herbaceous,3
HOCU13,4,Jun  1 2006,1 - 2 m,Deciduous,2
HOCU13,4,Jun  1 2006,2 - 3 m,Deciduous,3
HOCU13,4,Jun  1 2006,3 - 4 m,Deciduous,2
HOCU13,4,Jun  1 2006,5 - 6 m,Deciduous,1
HOCU14,1,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU14,1,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU14,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU14,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU14,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU14,1,May 23 2011,0 - 1 m,Herbaceous,4
HOCU14,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU14,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU14,3,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU14,3,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU14,4,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU14,4,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU15,1,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU15,1,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU15,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU15,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU15,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU15,1,May 23 2011,0 - 1 m,Herbaceous,4
HOCU15,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU15,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU15,3,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU15,3,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU15,4,Jun  1 2005,0 - 1 m,Herbaceous,3
HOCU15,4,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU16,1,Jun  1 2005,0 - 1 m,Herbaceous,3
HOCU16,1,Jun  1 2005,1 - 2 m,Deciduous,1
HOCU16,1,Jun  1 2005,2 - 3 m,Deciduous,1
HOCU16,1,Jun  1 2005,3 - 4 m,Deciduous,1
HOCU16,1,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU16,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU16,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU16,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU16,1,May 23 2011,0 - 1 m,Herbaceous,4
HOCU16,1,May 23 2011,1 - 2 m,Herbaceous,1
HOCU16,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU16,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU16,3,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU16,3,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU16,4,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU16,4,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU17,1,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU17,1,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU17,1,Jun  1 2006,1 - 2 m,Deciduous,1
HOCU17,1,Jun  1 2006,2 - 3 m,Deciduous,1
HOCU17,1,Jun  1 2006,3 - 4 m,Deciduous,1
HOCU17,1,Jun 13 2007,0 - 1 m,Deciduous,1
HOCU17,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU17,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU17,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU17,1,May 23 2011,0 - 1 m,Deciduous,3
HOCU17,1,May 23 2011,0 - 1 m,Herbaceous,3
HOCU17,1,May 23 2011,1 - 2 m,Deciduous,3
HOCU17,1,May 23 2011,2 - 3 m,Deciduous,1
HOCU17,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU17,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU17,3,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU17,3,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU17,4,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU17,4,Jun  1 2006,0 - 1 m,Deciduous,1
HOCU17,4,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU17,4,Jun  1 2006,1 - 2 m,Deciduous,2
HOCU18,1,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU18,1,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU18,1,Jun  1 2006,1 - 2 m,Deciduous,1
HOCU18,1,Jun  1 2006,3 - 4 m,Deciduous,1
HOCU18,1,Jun  1 2006,6 - 7 m,Deciduous,1
HOCU18,1,Jun 13 2007,0 - 1 m,Herbaceous,4
HOCU18,1,Jun 13 2007,4 - 5 m,Deciduous,1
HOCU18,1,Jun 13 2007,5 - 6 m,Deciduous,1
HOCU18,1,Jun 13 2007,6 - 7 m,Deciduous,1
HOCU18,1,May 13 2015,0 - 1 m,Herbaceous,4
HOCU18,1,May 14 2019,0 - 1 m,Herbaceous,4
HOCU18,1,May 14 2019,2 - 3 m,Deciduous,1
HOCU18,1,May 23 2011,0 - 1 m,Herbaceous,4
HOCU18,1,May 23 2011,4 - 5 m,Deciduous,1
HOCU18,2,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU18,2,Jun  1 2005,3 - 4 m,Deciduous,1
HOCU18,2,Jun  1 2005,4 - 5 m,Deciduous,1
HOCU18,2,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU18,2,Jun  1 2006,1 - 2 m,Herbaceous,1
HOCU18,3,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU18,3,Jun  1 2005,7 - 7.5 m,Deciduous,1
HOCU18,3,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU18,4,Jun  1 2005,0 - 1 m,Herbaceous,4
HOCU18,4,Jun  1 2006,0 - 1 m,Herbaceous,4
HOCU19,1,Jun  2 2005,0 - 1 m,Herbaceous,4
HOCU19,1,Jun  2 2006,0 - 1 m,Herbaceous,3
HOCU19,1,Jun 12 2007,0 - 1 m,Herbaceous,4
HOCU19,1,May 14 2015,0 - 1 m,Herbaceous,4
HOCU19,1,May 15 2019,0 - 1 m,Herbaceous,4
HOCU19,1,May 24 2011,0 - 1 m,Herbaceous,4
HOCU19,2,Jun  2 2005,0 - 1 m,Herbaceous,4
HOCU19,2,Jun  2 2006,0 - 1 m,Herbaceous,4
HOCU19,3,Jun  2 2005,0 - 1 m,Herbaceous,4
HOCU19,3,Jun  2 2006,0 - 1 m,Herbaceous,4
HOCU19,4,Jun  2 2005,0 - 1 m,Herbaceous,4
HOCU19,4,Jun  2 2006,0 - 1 m,Herbaceous,2
HOCU2,1,Jun  1 2005,0 - 1 m,Deciduous,4
HOCU2,1,Jun  1 2005,0 - 1 m,Herbaceous,3
HOCU2,1,Jun  1 2005,1 - 2 m,Deciduous,3
HOCU2,1,Jun  1 2005,2 - 3 m,Deciduous,3
HOCU2,1,Jun  1 2005,3 - 4 m,Deciduous,2
HOCU2,1,Jun  1 2005,5 - 6 m,Deciduous,1
HOCU2,1,Jun  1 2005,6 - 7 m,Deciduous,1
HOCU2,1,Jun  1 2005,7 - 7.5 m,Deciduous,2
HOCU2,1,Jun 12 2007,0 - 1 m,Deciduous,4
HOCU2,1,Jun 12 2007,1 - 2 m,Deciduous,3
HOCU2,1,Jun 12 2007,3 - 4 m,Deciduous,1
HOCU2,1,Jun 12 2007,4 - 5 m,Deciduous,1
HOCU2,1,Jun 12 2007,5 - 6 m,Deciduous,1
HOCU2,1,Jun 12 2007,7 - 7.5 m,Deciduous,2
HOCU2,1,May 12 2015,0 - 1 m,Deciduous,3
HOCU2,1,May 12 2015,0 - 1 m,Herbaceous,1
HOCU2,1,May 12 2015,1 - 2 m,Deciduous,3
HOCU2,1,May 12 2015,2 - 3 m,Deciduous,2
HOCU2,1,May 12 2015,3 - 4 m,Deciduous,1
HOCU2,1,May 12 2015,4 - 5 m,Deciduous,1
HOCU2,1,May 14 2019,0 - 1 m,Deciduous,2
HOCU2,1,May 14 2019,0 - 1 m,Herbaceous,2
HOCU2,1,May 14 2019,2 - 3 m,Deciduous,1
HOCU2,1,May 14 2019,3 - 4 m,Deciduous,1
HOCU2,1,May 14 2019,4 - 5 m,Deciduous,1
HOCU2,1,May 14 2019,5 - 6 m,Deciduous,1
HOCU2,1,May 14 2019,6 - 7 m,Deciduous,2
HOCU2,1,May 14 2019,7 - 7.5 m,Deciduous,1
HOCU2,1,May 22 2011,0 - 1 m,Deciduous,3
HOCU2,1,May 22 2011,0 - 1 m,Herbaceous,2
HOCU2,1,May 22 2011,1 - 2 m,Deciduous,4
HOCU2,1,May 22 2011,2 - 3 m,Deciduous,1
HOCU2,1,May 22 2011,3 - 4 m,Deciduous,1
HOCU2,1,May 22 2011,6 - 7 m,Deciduous,1
HOCU2,1,May 22 2011,7 - 7.5 m,Deciduous,1
HOCU2,1,May 31 2006,0 - 1 m,Deciduous,3
HOCU2,1,May 31 2006,0 - 1 m,Herbaceous,3
HOCU2,1,May 31 2006,2 - 3 m,Deciduous,1
HOCU2,1,May 31 2006,3 - 4 m,Deciduous,1
HOCU2,1,May 31 2006,5 - 6 m,Deciduous,1
HOCU2,2,Jun  1 2005,0 - 1 m,Deciduous,2
HOCU2,2,Jun  1 2005,0 - 1 m,Herbaceous,1
HOCU2,2,Jun  1 2005,2 - 3 m,Deciduous,3
HOCU2,2,Jun  1 2005,3 - 4 m,Deciduous,3
HOCU2,2,Jun  1 2005,4 - 5 m,Deciduous,2
HOCU2,2,Jun  1 2005,5 - 6 m,Deciduous,2
HOCU2,2,May 31 2006,0 - 1 m,Deciduous,1
HOCU2,2,May 31 2006,0 - 1 m,Herbaceous,1
HOCU2,2,May 31 2006,2 - 3 m,Deciduous,1
HOCU2,2,May 31 2006,3 - 4 m,Deciduous,1
HOCU2,2,May 31 2006,4 - 5 m,Deciduous,3
HOCU2,2,May 31 2006,5 - 6 m,Deciduous,3
HOCU2,2,May 31 2006,6 - 7 m,Deciduous,1
HOCU2,2,May 31 2006,7 - 7.5 m,Deciduous,2
HOCU2,3,Jun  1 2005,0 - 1 m,Herbaceous,3
HOCU2,3,Jun  1 2005,2 - 3 m,Deciduous,1
HOCU2,3,Jun  1 2005,5 - 6 m,Deciduous,1
HOCU2,3,May 31 2006,0 - 1 m,Deciduous,1
HOCU2,3,May 31 2006,0 - 1 m,Herbaceous,3
HOCU2,3,May 31 2006,2 - 3 m,Deciduous,2
HOCU2,3,May 31 2006,3 - 4 m,Deciduous,1
HOCU2,3,May 31 2006,4 - 5 m,Deciduous,1
HOCU2,3,May 31 2006,5 - 6 m,Deciduous,1
HOCU2,3,May 31 2006,6 - 7 m,Deciduous,1
HOCU2,4,Jun  1 2005,0 - 1 m,Deciduous,3
HOCU2,4,Jun  1 2005,0 - 1 m,Herbaceous,2
HOCU2,4,Jun  1 2005,1 - 2 m,Deciduous,2
HOCU2,4,Jun  1 2005,2 - 3 m,Deciduous,1
HOCU2,4,May 31 2006,0 - 1 m,Deciduous,1
HOCU2,4,May 31 2006,0 - 1 m,Herbaceous,2
HOCU2,4,May 31 2006,1 - 2 m,Deciduous,3
HOCU2,4,May 31 2006,2 - 3 m,Deciduous,1
HOCU2,4,May 31 2006,4 - 5 m,Deciduous,1
HOCU2,4,May 31 2006,6 - 7 m,Deciduous,1
HOCU20,1,Jun  2 2005,0 - 1 m,Herbaceous,4
HOCU20,1,Jun  2 2006,0 - 1 m,Herbaceous,4
